tbl,Year,quarter,citymarketid_1,citymarketid_2,city1,city2,airportid_1,airportid_2,airport_1,airport_2,nsmiles,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low,Geocoded_City1,Geocoded_City2,tbl1apk,pax_city1,pax_city2
Table1a,2022,1,30466,30198,"Phoenix, AZ","Pittsburgh, PA",10466,14122,IWA,PIT,1814,8,67.91,G4,1,67.91,G4,1,67.91,,,202211046614122IWAPIT,973491,3918968
Table1a,2022,1,30466,30928,"Phoenix, AZ","Wichita, KS",10466,12278,IWA,ICT,870,38,95.9,G4,1,95.9,G4,1,95.9,,,202211046612278IWAICT,973491,762443
Table1a,2022,1,30466,31775,"Phoenix, AZ","Sioux Falls, SD",10466,11775,IWA,FSD,1081,394,114.11,G4,1,114.11,G4,1,114.11,,,202211046611775IWAFSD,973491,606055
Table1a,2022,1,30466,31884,"Phoenix, AZ","Spokane, WA",10466,11884,IWA,GEG,1034,29,95.71,G4,1,95.71,G4,1,95.71,,,202211046611884IWAGEG,973491,1905541
Table1a,2022,1,30466,32457,"Phoenix, AZ","San Francisco, CA (Metropolitan Area)",10466,13796,IWA,OAK,668,14,95.4,G4,1,95.4,G4,1,95.4,,,202211046613796IWAOAK,973491,5506232
Table1a,2022,1,30466,33195,"Phoenix, AZ","Tampa, FL (Metropolitan Area)",10466,15304,IWA,TPA,1788,1,392.67,SY,1,392.67,SY,1,392.67,,,202211046615304IWATPA,973491,10539459
Table1a,2022,1,30466,34314,"Phoenix, AZ","Provo, UT",10466,14314,IWA,PVU,477,216,89.84,G4,1,89.84,G4,1,89.84,,,202211046614314IWAPVU,973491,211741
Table1a,2022,1,30466,34653,"Phoenix, AZ","Tulsa, OK",10466,15370,IWA,TUL,935,12,92.4,G4,1,92.4,G4,1,92.4,,,202211046615370IWATUL,973491,1447126
Table1a,2022,2,30466,34653,"Phoenix, AZ","Tulsa, OK",10466,15370,IWA,TUL,935,0,102.5,G4,1,102.5,G4,1,102.5,,,202221046615370IWATUL,973491,1447126
Table1a,2022,2,30466,31775,"Phoenix, AZ","Sioux Falls, SD",10466,11775,IWA,FSD,1081,237,117.81,G4,1,117.81,G4,1,117.81,,,202221046611775IWAFSD,973491,606055
Table1a,2022,2,30466,31884,"Phoenix, AZ","Spokane, WA",10466,11884,IWA,GEG,1034,66,110.08,G4,1,110.08,G4,1,110.08,,,202221046611884IWAGEG,973491,1905541
Table1a,2022,2,30466,32457,"Phoenix, AZ","San Francisco, CA (Metropolitan Area)",10466,13796,IWA,OAK,668,5,107.74,G4,1,107.74,G4,1,107.74,,,202221046613796IWAOAK,973491,5506232
Table1a,2022,2,30466,33195,"Phoenix, AZ","Tampa, FL (Metropolitan Area)",10466,15304,IWA,TPA,1788,0,201,SY,1,201,SY,1,201,,,202221046615304IWATPA,973491,10539459
Table1a,2022,2,30466,33570,"Phoenix, AZ","San Diego, CA",10466,14679,IWA,SAN,324,6,72.38,G4,1,72.38,G4,1,72.38,,,202221046614679IWASAN,973491,11162224
Table1a,2022,2,30466,34314,"Phoenix, AZ","Provo, UT",10466,14314,IWA,PVU,477,264,91.14,G4,1,91.14,G4,1,91.14,,,202221046614314IWAPVU,973491,211741
Table1a,2022,3,30466,31775,"Phoenix, AZ","Sioux Falls, SD",10466,11775,IWA,FSD,1081,174,105.26,G4,1,105.26,G4,1,105.26,,,202231046611775IWAFSD,973491,606055
Table1a,2022,3,30466,31884,"Phoenix, AZ","Spokane, WA",10466,11884,IWA,GEG,1034,59,93.24,G4,1,93.24,G4,1,93.24,,,202231046611884IWAGEG,973491,1905541
Table1a,2022,3,30466,33570,"Phoenix, AZ","San Diego, CA",10466,14679,IWA,SAN,324,7,72.52,G4,1,72.52,G4,1,72.52,,,202231046614679IWASAN,973491,11162224
Table1a,2022,3,30466,34314,"Phoenix, AZ","Provo, UT",10466,14314,IWA,PVU,477,294,85.22,G4,1,85.22,G4,1,85.22,,,202231046614314IWAPVU,973491,211741
Table1a,2022,4,30466,30928,"Phoenix, AZ","Wichita, KS",10466,12278,IWA,ICT,870,78,102.15,G4,1,102.15,G4,1,102.15,,,202241046612278IWAICT,973491,762443
Table1a,2022,4,30466,31775,"Phoenix, AZ","Sioux Falls, SD",10466,11775,IWA,FSD,1081,233,130.99,G4,1,130.99,G4,1,130.99,,,202241046611775IWAFSD,973491,606055
Table1a,2022,4,30466,31884,"Phoenix, AZ","Spokane, WA",10466,11884,IWA,GEG,1034,63,111.8,G4,1,111.8,G4,1,111.8,,,202241046611884IWAGEG,973491,1905541
Table1a,2022,4,30466,33195,"Phoenix, AZ","Tampa, FL (Metropolitan Area)",10466,15304,IWA,TPA,1788,0,280,SY,1,280,SY,1,280,,,202241046615304IWATPA,973491,10539459
Table1a,2022,4,30466,34314,"Phoenix, AZ","Provo, UT",10466,14314,IWA,PVU,477,362,89.48,G4,1,89.48,G4,1,89.48,,,202241046614314IWAPVU,973491,211741
Table1a,2022,4,30466,34653,"Phoenix, AZ","Tulsa, OK",10466,15370,IWA,TUL,935,25,94.49,G4,1,94.49,G4,1,94.49,,,202241046615370IWATUL,973491,1447126
Table1a,2022,3,33541,31703,"Martha's Vineyard, MA","New York City, NY (Metropolitan Area)",13541,11618,MVY,EWR,192,3,415.66,B6,0.3333,284.12,B6,0.3333,284.12,,,202231354111618MVYEWR,70098,21774690
Table1a,2022,3,33541,31703,"Martha's Vineyard, MA","New York City, NY (Metropolitan Area)",13541,12478,MVY,JFK,192,215,185.86,B6,0.6219,186.63,DL,0.3776,184.63,,,202231354112478MVYJFK,70098,27154885
Table1a,2022,3,33541,31703,"Martha's Vineyard, MA","New York City, NY (Metropolitan Area)",13541,12953,MVY,LGA,192,156,181.55,DL,0.4871,196.4,B6,0.4642,166.94,,,202231354112953MVYLGA,70098,14367463
Table1a,2022,1,33667,31454,"Norfolk, VA (Metropolitan Area)","Orlando, FL",14098,13204,PHF,MCO,662,14,199.5,AA,0.9922,199.41,AA,0.9922,199.41,,,202211409813204PHFMCO,80228,24469733
Table1a,2022,1,33667,33195,"Norfolk, VA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",14098,15304,PHF,TPA,726,10,213.59,AA,1,213.59,AA,1,213.59,,,202211409815304PHFTPA,80228,10539459
Table1a,2022,1,33667,33570,"Norfolk, VA (Metropolitan Area)","San Diego, CA",14098,14679,PHF,SAN,2330,13,311.52,AA,0.9916,311.51,AA,0.9916,311.51,,,202211409814679PHFSAN,80228,11162224
Table1a,2022,2,33667,31454,"Norfolk, VA (Metropolitan Area)","Orlando, FL",14098,13204,PHF,MCO,662,17,282.52,AA,0.9934,282.07,AA,0.9934,282.07,,,202221409813204PHFMCO,80228,24469733
Table1a,2022,2,33667,33195,"Norfolk, VA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",14098,15304,PHF,TPA,726,15,271.78,AA,1,271.78,AA,1,271.78,,,202221409815304PHFTPA,80228,10539459
Table1a,2022,2,33667,33570,"Norfolk, VA (Metropolitan Area)","San Diego, CA",14098,14679,PHF,SAN,2330,11,427.09,AA,1,427.09,AA,1,427.09,,,202221409814679PHFSAN,80228,11162224
Table1a,2022,3,33667,30559,"Norfolk, VA (Metropolitan Area)","Seattle, WA",14098,14747,PHF,SEA,2437,10,456.73,AA,0.978,460.65,AA,0.978,460.65,,,202231409814747PHFSEA,80228,22157862
Table1a,2022,3,33667,31454,"Norfolk, VA (Metropolitan Area)","Orlando, FL",14098,13204,PHF,MCO,662,17,258.07,AA,1,258.07,AA,1,258.07,,,202231409813204PHFMCO,80228,24469733
Table1a,2022,3,33667,33195,"Norfolk, VA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",14098,15304,PHF,TPA,726,8,250.74,AA,0.9855,250.84,AA,0.9855,250.84,,,202231409815304PHFTPA,80228,10539459
Table1a,2022,3,33667,33570,"Norfolk, VA (Metropolitan Area)","San Diego, CA",14098,14679,PHF,SAN,2330,9,437.31,AA,0.9878,439.06,AA,0.9878,439.06,,,202231409814679PHFSAN,80228,11162224
Table1a,2022,4,33667,31454,"Norfolk, VA (Metropolitan Area)","Orlando, FL",14098,13204,PHF,MCO,662,35,159.92,XP,0.6761,83.93,XP,0.6761,83.93,,,202241409813204PHFMCO,80228,24469733
Table1a,2022,4,33667,33195,"Norfolk, VA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",14098,15304,PHF,TPA,722,8,343.79,AA,0.9863,344.93,AA,0.9863,344.93,,,202241409815304PHFTPA,80228,10539459
Table1a,2022,4,33667,33570,"Norfolk, VA (Metropolitan Area)","San Diego, CA",14098,14679,PHF,SAN,2330,5,501.07,AA,1,501.07,AA,1,501.07,,,202241409814679PHFSAN,80228,11162224
Table1a,2022,2,30154,31703,"Nantucket, MA","New York City, NY (Metropolitan Area)",10154,11618,ACK,EWR,218,52,194.22,UA,0.9894,192.44,UA,0.9894,192.44,,,202221015411618ACKEWR,140621,21774690
Table1a,2022,2,30154,31703,"Nantucket, MA","New York City, NY (Metropolitan Area)",10154,12197,ACK,HPN,218,37,176.68,B6,1,176.68,B6,1,176.68,,,202221015412197ACKHPN,140621,916700
Table1a,2022,2,30154,31703,"Nantucket, MA","New York City, NY (Metropolitan Area)",10154,12478,ACK,JFK,218,97,180.41,B6,0.6399,188.11,DL,0.3477,163.45,,,202221015412478ACKJFK,140621,27154885
Table1a,2022,2,30154,31703,"Nantucket, MA","New York City, NY (Metropolitan Area)",10154,12953,ACK,LGA,218,47,168.91,DL,0.9329,162.57,DL,0.9329,162.57,,,202221015412953ACKLGA,140621,14367463
Table1a,2022,3,30154,31703,"Nantucket, MA","New York City, NY (Metropolitan Area)",10154,11618,ACK,EWR,218,125,210.49,UA,0.98,209.9,B6,0.0113,206.72,,,202231015411618ACKEWR,140621,21774690
Table1a,2022,3,30154,31703,"Nantucket, MA","New York City, NY (Metropolitan Area)",10154,12197,ACK,HPN,218,124,190.05,B6,1,190.05,B6,1,190.05,,,202231015412197ACKHPN,140621,916700
Table1a,2022,3,30154,31703,"Nantucket, MA","New York City, NY (Metropolitan Area)",10154,12478,ACK,JFK,218,198,178.38,B6,0.6799,181.82,DL,0.3168,170.77,,,202231015412478ACKJFK,140621,27154885
Table1a,2022,3,30154,31703,"Nantucket, MA","New York City, NY (Metropolitan Area)",10154,12953,ACK,LGA,218,246,178.91,B6,0.5455,171.58,B6,0.5455,171.58,,,202231015412953ACKLGA,140621,14367463
Table1a,2022,1,31066,32467,"Columbus, OH","Miami, FL (Metropolitan Area)",12917,11697,LCK,FLL,990,36,97.71,G4,1,97.71,G4,1,97.71,,,202211291711697LCKFLL,147957,15370165
Table1a,2022,1,31066,33195,"Columbus, OH","Tampa, FL (Metropolitan Area)",12917,14112,LCK,PIE,829,65,99.77,G4,1,99.77,G4,1,99.77,,,202211291714112LCKPIE,147957,1221120
Table1a,2022,1,31066,34986,"Columbus, OH","Sarasota/Bradenton, FL",12917,14986,LCK,SRQ,869,54,96.76,G4,1,96.76,G4,1,96.76,,,202211291714986LCKSRQ,147957,1911999
Table1a,2022,2,31066,32467,"Columbus, OH","Miami, FL (Metropolitan Area)",12917,11697,LCK,FLL,990,47,96.83,G4,1,96.83,G4,1,96.83,,,202221291711697LCKFLL,147957,15370165
Table1a,2022,2,31066,33195,"Columbus, OH","Tampa, FL (Metropolitan Area)",12917,14112,LCK,PIE,829,133,95.52,G4,1,95.52,G4,1,95.52,,,202221291714112LCKPIE,147957,1221120
Table1a,2022,2,31066,34986,"Columbus, OH","Sarasota/Bradenton, FL",12917,14986,LCK,SRQ,869,87,90.57,G4,1,90.57,G4,1,90.57,,,202221291714986LCKSRQ,147957,1911999
Table1a,2022,3,31066,32467,"Columbus, OH","Miami, FL (Metropolitan Area)",12917,11697,LCK,FLL,990,33,84.04,G4,1,84.04,G4,1,84.04,,,202231291711697LCKFLL,147957,15370165
Table1a,2022,3,31066,33195,"Columbus, OH","Tampa, FL (Metropolitan Area)",12917,14112,LCK,PIE,829,119,90.32,G4,1,90.32,G4,1,90.32,,,202231291714112LCKPIE,147957,1221120
Table1a,2022,4,31066,32467,"Columbus, OH","Miami, FL (Metropolitan Area)",12917,11697,LCK,FLL,990,56,100.12,G4,1,100.12,G4,1,100.12,,,202241291711697LCKFLL,147957,15370165
Table1a,2022,4,31066,33195,"Columbus, OH","Tampa, FL (Metropolitan Area)",12917,14112,LCK,PIE,829,89,109.86,G4,1,109.86,G4,1,109.86,,,202241291714112LCKPIE,147957,1221120
Table1a,2022,4,31066,34986,"Columbus, OH","Sarasota/Bradenton, FL",12917,14986,LCK,SRQ,869,99,114.93,G4,1,114.93,G4,1,114.93,,,202241291714986LCKSRQ,147957,1911999
Table1a,2022,1,31703,30466,"New York City, NY (Metropolitan Area)","Phoenix, AZ",15070,14107,SWF,PHX,2189,0,127,F9,1,127,F9,1,127,,,202211507014107SWFPHX,154070,21852586
Table1a,2022,1,31703,31454,"New York City, NY (Metropolitan Area)","Orlando, FL",15070,13204,SWF,MCO,989,74,108.02,F9,0.997,108.02,F9,0.997,108.02,,,202211507013204SWFMCO,154070,24469733
Table1a,2022,1,31703,33195,"New York City, NY (Metropolitan Area)","Tampa, FL (Metropolitan Area)",15070,14112,SWF,PIE,1055,52,95.15,G4,1,95.15,G4,1,95.15,,,202211507014112SWFPIE,154070,1221120
Table1a,2022,1,31703,33195,"New York City, NY (Metropolitan Area)","Tampa, FL (Metropolitan Area)",15070,15304,SWF,TPA,1055,63,108.73,F9,0.9965,108.48,F9,0.9965,108.48,,,202211507015304SWFTPA,154070,10539459
Table1a,2022,1,31703,33214,"New York City, NY (Metropolitan Area)","San Antonio, TX",15070,14683,SWF,SAT,1624,0,224,F9,1,224,F9,1,224,,,202211507014683SWFSAT,154070,4751610
Table1a,2022,2,31703,30466,"New York City, NY (Metropolitan Area)","Phoenix, AZ",15070,14107,SWF,PHX,2189,1,122.99,F9,0.875,118.73,F9,0.875,118.73,,,202221507014107SWFPHX,154070,21852586
Table1a,2022,2,31703,31454,"New York City, NY (Metropolitan Area)","Orlando, FL",15070,13204,SWF,MCO,989,134,124.06,F9,0.9959,124.17,F9,0.9959,124.17,,,202221507013204SWFMCO,154070,24469733
Table1a,2022,2,31703,32457,"New York City, NY (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",15070,14771,SWF,SFO,2619,0,151,F9,1,151,F9,1,151,,,202221507014771SWFSFO,154070,20411420
Table1a,2022,2,31703,33195,"New York City, NY (Metropolitan Area)","Tampa, FL (Metropolitan Area)",15070,14112,SWF,PIE,1055,74,107.96,G4,1,107.96,G4,1,107.96,,,202221507014112SWFPIE,154070,1221120
Table1a,2022,2,31703,33195,"New York City, NY (Metropolitan Area)","Tampa, FL (Metropolitan Area)",15070,15304,SWF,TPA,1055,109,94.82,F9,0.9939,94.86,F9,0.9939,94.86,,,202221507015304SWFTPA,154070,10539459
Table1a,2022,2,31703,33214,"New York City, NY (Metropolitan Area)","San Antonio, TX",15070,14683,SWF,SAT,1624,0,76,F9,1,76,F9,1,76,,,202221507014683SWFSAT,154070,4751610
Table1a,2022,2,31703,34492,"New York City, NY (Metropolitan Area)","Raleigh/Durham, NC",15070,14492,SWF,RDU,463,13,81.19,F9,1,81.19,F9,1,81.19,,,202221507014492SWFRDU,154070,5849665
Table1a,2022,2,31703,34685,"New York City, NY (Metropolitan Area)","Savannah, GA",15070,14685,SWF,SAV,756,3,82.74,G4,1,82.74,G4,1,82.74,,,202221507014685SWFSAV,154070,1726444
Table1a,2022,3,31703,30466,"New York City, NY (Metropolitan Area)","Phoenix, AZ",15070,14107,SWF,PHX,2189,2,105.47,F9,1,105.47,F9,1,105.47,,,202231507014107SWFPHX,154070,21852586
Table1a,2022,3,31703,31454,"New York City, NY (Metropolitan Area)","Orlando, FL",15070,13204,SWF,MCO,989,128,102.54,F9,0.9915,102.7,F9,0.9915,102.7,,,202231507013204SWFMCO,154070,24469733
Table1a,2022,3,31703,32457,"New York City, NY (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",15070,14771,SWF,SFO,2619,0,226,F9,1,226,F9,1,226,,,202231507014771SWFSFO,154070,20411420
Table1a,2022,3,31703,33195,"New York City, NY (Metropolitan Area)","Tampa, FL (Metropolitan Area)",15070,14112,SWF,PIE,1055,82,93.24,G4,1,93.24,G4,1,93.24,,,202231507014112SWFPIE,154070,1221120
Table1a,2022,3,31703,33195,"New York City, NY (Metropolitan Area)","Tampa, FL (Metropolitan Area)",15070,15304,SWF,TPA,1055,50,82.95,F9,1,82.95,F9,1,82.95,,,202231507015304SWFTPA,154070,10539459
Table1a,2022,3,31703,33214,"New York City, NY (Metropolitan Area)","San Antonio, TX",15070,14683,SWF,SAT,1624,1,102.67,F9,1,102.67,F9,1,102.67,,,202231507014683SWFSAT,154070,4751610
Table1a,2022,3,31703,34492,"New York City, NY (Metropolitan Area)","Raleigh/Durham, NC",15070,14492,SWF,RDU,463,22,73.72,F9,1,73.72,F9,1,73.72,,,202231507014492SWFRDU,154070,5849665
Table1a,2022,3,31703,34685,"New York City, NY (Metropolitan Area)","Savannah, GA",15070,14685,SWF,SAV,756,9,68.57,G4,1,68.57,G4,1,68.57,,,202231507014685SWFSAV,154070,1726444
Table1a,2022,4,31703,30466,"New York City, NY (Metropolitan Area)","Phoenix, AZ",15070,14107,SWF,PHX,2189,1,166.56,F9,1,166.56,F9,1,166.56,,,202241507014107SWFPHX,154070,21852586
Table1a,2022,4,31703,31123,"New York City, NY (Metropolitan Area)","St. Louis, MO",15070,15016,SWF,STL,929,0,70.5,F9,1,70.5,F9,1,70.5,,,202241507015016SWFSTL,154070,6709080
Table1a,2022,4,31703,31454,"New York City, NY (Metropolitan Area)","Orlando, FL",15070,13204,SWF,MCO,989,98,93.22,F9,0.9955,93.16,F9,0.9955,93.16,,,202241507013204SWFMCO,154070,24469733
Table1a,2022,4,31703,33195,"New York City, NY (Metropolitan Area)","Tampa, FL (Metropolitan Area)",15070,14112,SWF,PIE,1055,93,117.68,G4,1,117.68,G4,1,117.68,,,202241507014112SWFPIE,154070,1221120
Table1a,2022,4,31703,33195,"New York City, NY (Metropolitan Area)","Tampa, FL (Metropolitan Area)",15070,15304,SWF,TPA,1055,0,116,F9,1,116,F9,1,116,,,202241507015304SWFTPA,154070,10539459
Table1a,2022,4,31703,33214,"New York City, NY (Metropolitan Area)","San Antonio, TX",15070,14683,SWF,SAT,1624,1,134.2,F9,1,134.2,F9,1,134.2,,,202241507014683SWFSAT,154070,4751610
Table1a,2022,3,31648,32575,"Kalispell, MT","Los Angeles, CA (Metropolitan Area)",11648,10800,FCA,BUR,1027,9,420.55,DL,0.5488,455.2,AS,0.3415,371.72,,,202231164810800FCABUR,165721,3054729
Table1a,2022,3,31648,32575,"Kalispell, MT","Los Angeles, CA (Metropolitan Area)",11648,12892,FCA,LAX,1027,178,283.42,UA,0.4609,322.32,G4,0.2112,145.22,,,202231164812892FCALAX,165721,32326616
Table1a,2022,3,31648,32575,"Kalispell, MT","Los Angeles, CA (Metropolitan Area)",11648,12954,FCA,LGB,1027,2,305.22,DL,1,305.22,DL,1,305.22,,,202231164812954FCALGB,165721,1600987
Table1a,2022,3,31648,32575,"Kalispell, MT","Los Angeles, CA (Metropolitan Area)",11648,13891,FCA,ONT,1027,13,354.94,DL,0.7686,355.09,DL,0.7686,355.09,,,202231164813891FCAONT,165721,2840758
Table1a,2022,3,31648,32575,"Kalispell, MT","Los Angeles, CA (Metropolitan Area)",11648,14908,FCA,SNA,1027,30,386.77,DL,0.5914,390.15,AS,0.2724,373.88,,,202231164814908FCASNA,165721,5536313
Table1a,2022,1,31503,31703,"Eagle, CO","New York City, NY (Metropolitan Area)",11503,11618,EGE,EWR,1746,208,466.21,UA,0.9503,471.02,AA,0.0235,342.3,,,202211150311618EGEEWR,214998,21774690
Table1a,2022,1,31503,31703,"Eagle, CO","New York City, NY (Metropolitan Area)",11503,12197,EGE,HPN,1746,1,427.79,DL,0.4,302.62,DL,0.4,302.62,,,202211150312197EGEHPN,214998,916700
Table1a,2022,1,31503,31703,"Eagle, CO","New York City, NY (Metropolitan Area)",11503,12478,EGE,JFK,1746,144,472.62,AA,0.9033,484.22,B6,0.0913,361.49,,,202211150312478EGEJFK,214998,27154885
Table1a,2022,1,31503,31703,"Eagle, CO","New York City, NY (Metropolitan Area)",11503,12953,EGE,LGA,1746,34,564.38,AA,0.5422,590.48,AA,0.5422,590.48,,,202211150312953EGELGA,214998,14367463
Table1a,2022,1,31503,32467,"Eagle, CO","Miami, FL (Metropolitan Area)",11503,11697,EGE,FLL,1810,35,563.2,AA,0.4063,497.18,DL,0.2063,472.72,,,202211150311697EGEFLL,214998,15370165
Table1a,2022,1,31503,32467,"Eagle, CO","Miami, FL (Metropolitan Area)",11503,13303,EGE,MIA,1810,162,555.1,AA,0.9438,553.45,AA,0.9438,553.45,,,202211150313303EGEMIA,214998,23949892
Table1a,2022,1,30627,30466,"Bismarck/Mandan, ND","Phoenix, AZ",10627,10466,BIS,IWA,1094,220,109.87,G4,1,109.87,G4,1,109.87,,,202211062710466BISIWA,242918,973491
Table1a,2022,1,30627,30466,"Bismarck/Mandan, ND","Phoenix, AZ",10627,14107,BIS,PHX,1094,49,242.53,AA,0.8145,225.46,AA,0.8145,225.46,,,202211062714107BISPHX,242918,21852586
Table1a,2022,1,34004,30466,"Everett, WA","Phoenix, AZ",14004,14107,PAE,PHX,1133,234,217.16,AS,0.9914,217.06,AS,0.9914,217.06,,,202211400414107PAEPHX,260724,21852586
Table1a,2022,2,34004,30466,"Everett, WA","Phoenix, AZ",14004,14107,PAE,PHX,1133,334,233.54,AS,0.9842,233.92,AS,0.9842,233.92,,,202221400414107PAEPHX,260724,21852586
Table1a,2022,3,34004,30466,"Everett, WA","Phoenix, AZ",14004,14107,PAE,PHX,1133,279,208.82,AS,0.9704,209.49,AS,0.9704,209.49,,,202231400414107PAEPHX,260724,21852586
Table1a,2022,3,34004,32457,"Everett, WA","San Francisco, CA (Metropolitan Area)",14004,13796,PAE,OAK,728,1,186,,,,,,,,,202231400413796PAEOAK,260724,5506232
Table1a,2022,3,34004,32457,"Everett, WA","San Francisco, CA (Metropolitan Area)",14004,14771,PAE,SFO,728,281,171.44,AS,0.9718,171.55,AS,0.9718,171.55,,,202231400414771PAESFO,260724,20411420
Table1a,2022,3,34004,32457,"Everett, WA","San Francisco, CA (Metropolitan Area)",14004,14831,PAE,SJC,728,1,215.85,AS,0.2727,273.67,AS,0.2727,273.67,,,202231400414831PAESJC,260724,5590137
Table1a,2022,4,34004,30466,"Everett, WA","Phoenix, AZ",14004,14107,PAE,PHX,1133,301,247.71,AS,0.9899,247.89,AS,0.9899,247.89,,,202241400414107PAEPHX,260724,21852586
Table1a,2022,4,30990,31703,"Charlottesville, VA","New York City, NY (Metropolitan Area)",10990,11618,CHO,EWR,324,4,269.85,UA,0.775,266.41,UA,0.775,266.41,,,202241099011618CHOEWR,262725,21774690
Table1a,2022,4,30990,31703,"Charlottesville, VA","New York City, NY (Metropolitan Area)",10990,12197,CHO,HPN,324,0,298.98,AA,1,298.98,AA,1,298.98,,,202241099012197CHOHPN,262725,916700
Table1a,2022,4,30990,31703,"Charlottesville, VA","New York City, NY (Metropolitan Area)",10990,12478,CHO,JFK,324,1,309.77,AA,0.3333,575,AA,0.3333,575,,,202241099012478CHOJFK,262725,27154885
Table1a,2022,4,30990,31703,"Charlottesville, VA","New York City, NY (Metropolitan Area)",10990,12953,CHO,LGA,324,205,243.62,DL,0.6144,249.57,AA,0.3526,230.29,,,202241099012953CHOLGA,262725,14367463
Table1a,2022,1,30647,30194,"Cleveland, OH (Metropolitan Area)","Dallas/Fort Worth, TX",10874,11298,CAK,DFW,1023,18,274.57,AA,0.4938,297.55,UA,0.4062,284.59,,,202211087411298CAKDFW,265889,35345138
Table1a,2022,1,30647,30325,"Cleveland, OH (Metropolitan Area)","Denver, CO",10874,11292,CAK,DEN,1224,4,302.99,UA,0.8158,292.34,UA,0.8158,292.34,,,202211087411292CAKDEN,265889,33773832
Table1a,2022,1,30647,30466,"Cleveland, OH (Metropolitan Area)","Phoenix, AZ",10874,14107,CAK,PHX,1754,9,274.44,AA,0.5185,291.4,UA,0.4568,244.42,,,202211087414107CAKPHX,265889,21852586
Table1a,2022,1,30647,30693,"Cleveland, OH (Metropolitan Area)","Nashville, TN",10874,10693,CAK,BNA,448,5,179.54,AA,0.7674,164.95,AA,0.7674,164.95,,,202211087410693CAKBNA,265889,9829062
Table1a,2022,1,30647,30852,"Cleveland, OH (Metropolitan Area)","Washington, DC (Metropolitan Area)",10874,11278,CAK,DCA,314,10,173.31,AA,0.9775,174.73,AA,0.9775,174.73,,,202211087411278CAKDCA,265889,11553850
Table1a,2022,1,30647,30852,"Cleveland, OH (Metropolitan Area)","Washington, DC (Metropolitan Area)",10874,12264,CAK,IAD,314,2,165.71,UA,1,165.71,UA,1,165.71,,,202211087412264CAKIAD,265889,10266324
Table1a,2022,1,30647,31453,"Cleveland, OH (Metropolitan Area)","Houston, TX",10874,12191,CAK,HOU,1106,0,399.33,AA,1,399.33,AA,1,399.33,,,202211087412191CAKHOU,265889,6462948
Table1a,2022,1,30647,31453,"Cleveland, OH (Metropolitan Area)","Houston, TX",10874,12266,CAK,IAH,1106,10,274.48,UA,0.4598,309.14,NK,0.1264,97.82,,,202211087412266CAKIAH,265889,19814052
Table1a,2022,1,30647,31454,"Cleveland, OH (Metropolitan Area)","Orlando, FL",10874,13204,CAK,MCO,895,126,119.78,NK,0.88,104.16,NK,0.88,104.16,,,202211087413204CAKMCO,265889,24469733
Table1a,2022,1,30647,31650,"Cleveland, OH (Metropolitan Area)","Minneapolis/St. Paul, MN",10874,13487,CAK,MSP,657,6,205.34,UA,0.6786,192.87,UA,0.6786,192.87,,,202211087413487CAKMSP,265889,15242089
Table1a,2022,1,30647,31703,"Cleveland, OH (Metropolitan Area)","New York City, NY (Metropolitan Area)",10874,11618,CAK,EWR,459,2,289.86,UA,1,289.86,UA,1,289.86,,,202211087411618CAKEWR,265889,21774690
Table1a,2022,1,30647,31703,"Cleveland, OH (Metropolitan Area)","New York City, NY (Metropolitan Area)",10874,12197,CAK,HPN,459,0,230.4,AA,1,230.4,AA,1,230.4,,,202211087412197CAKHPN,265889,916700
Table1a,2022,1,30647,31703,"Cleveland, OH (Metropolitan Area)","New York City, NY (Metropolitan Area)",10874,12478,CAK,JFK,459,0,376.5,AA,1,376.5,AA,1,376.5,,,202211087412478CAKJFK,265889,27154885
Table1a,2022,1,30647,31703,"Cleveland, OH (Metropolitan Area)","New York City, NY (Metropolitan Area)",10874,12953,CAK,LGA,459,2,234.45,AA,0.7059,225.28,AA,0.7059,225.28,,,202211087412953CAKLGA,265889,14367463
Table1a,2022,1,30647,31714,"Cleveland, OH (Metropolitan Area)","Fort Myers, FL",10874,14635,CAK,RSW,1025,75,125.62,NK,0.8139,97.88,NK,0.8139,97.88,,,202211087414635CAKRSW,265889,5132694
Table1a,2022,1,30647,32211,"Cleveland, OH (Metropolitan Area)","Las Vegas, NV",10874,12889,CAK,LAS,1846,12,294.27,UA,0.6636,293.83,UA,0.6636,293.83,,,202211087412889CAKLAS,265889,25480500
Table1a,2022,1,30647,32457,"Cleveland, OH (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",10874,14771,CAK,SFO,2187,6,426.43,UA,0.7222,334.96,UA,0.7222,334.96,,,202211087414771CAKSFO,265889,20411420
Table1a,2022,1,30647,32457,"Cleveland, OH (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",10874,14831,CAK,SJC,2187,0,188.25,UA,1,188.25,UA,1,188.25,,,202211087414831CAKSJC,265889,5590137
