tbl,Year,quarter,citymarketid_1,citymarketid_2,city1,city2,airportid_1,airportid_2,airport_1,airport_2,nsmiles,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low,Geocoded_City1,Geocoded_City2,tbl1apk,pax_city1,pax_city2
Table1a,2022,3,30792,30977,"Buffalo, NY","Chicago, IL",10792,13232,BUF,MDW,473,169,156.03,WN,0.9904,155.64,WN,0.9904,155.64,,,202231079213232BUFMDW,2007508,9650281
Table1a,2022,3,30792,30977,"Buffalo, NY","Chicago, IL",10792,13930,BUF,ORD,473,355,175.73,UA,0.6571,164.31,UA,0.6571,164.31,,,202231079213930BUFORD,2007508,33120474
Table1a,2022,3,30792,31703,"Buffalo, NY","New York City, NY (Metropolitan Area)",10792,11618,BUF,EWR,326,269,189.98,UA,0.9879,189.52,UA,0.9879,189.52,,,202231079211618BUFEWR,2007508,21774690
Table1a,2022,3,30792,31703,"Buffalo, NY","New York City, NY (Metropolitan Area)",10792,12197,BUF,HPN,326,1,252.08,DL,0.6154,282,AA,0.3846,204.2,,,202231079212197BUFHPN,2007508,916700
Table1a,2022,3,30792,31703,"Buffalo, NY","New York City, NY (Metropolitan Area)",10792,12391,BUF,ISP,326,12,176.98,WN,0.9558,172.37,WN,0.9558,172.37,,,202231079212391BUFISP,2007508,611749
Table1a,2022,3,30792,31703,"Buffalo, NY","New York City, NY (Metropolitan Area)",10792,12478,BUF,JFK,326,664,186.28,DL,0.4748,186.77,B6,0.47,183.58,,,202231079212478BUFJFK,2007508,27154885
Table1a,2022,3,30792,31703,"Buffalo, NY","New York City, NY (Metropolitan Area)",10792,12953,BUF,LGA,326,226,220.57,DL,0.9073,224.36,AA,0.0317,167.6,,,202231079212953BUFLGA,2007508,14367463
Table1a,2022,3,30792,32457,"Buffalo, NY","San Francisco, CA (Metropolitan Area)",10792,13796,BUF,OAK,2309,18,339.85,WN,0.741,405.24,F9,0.2169,113.75,,,202231079213796BUFOAK,2007508,5506232
Table1a,2022,3,30792,32457,"Buffalo, NY","San Francisco, CA (Metropolitan Area)",10792,14771,BUF,SFO,2309,161,368.17,UA,0.2525,434.71,F9,0.1472,153.06,,,202231079214771BUFSFO,2007508,20411420
Table1a,2022,3,30792,32457,"Buffalo, NY","San Francisco, CA (Metropolitan Area)",10792,14831,BUF,SJC,2309,31,354.4,WN,0.5374,343.01,UA,0.1957,317.82,,,202231079214831BUFSJC,2007508,5590137
Table1a,2022,3,30792,32467,"Buffalo, NY","Miami, FL (Metropolitan Area)",10792,11697,BUF,FLL,1185,426,148.9,F9,0.501,105.27,F9,0.501,105.27,,,202231079211697BUFFLL,2007508,15370165
Table1a,2022,3,30792,32467,"Buffalo, NY","Miami, FL (Metropolitan Area)",10792,13303,BUF,MIA,1185,121,236.63,AA,0.3916,265.42,WN,0.2841,168.5,,,202231079213303BUFMIA,2007508,23949892
Table1a,2022,3,30792,32575,"Buffalo, NY","Los Angeles, CA (Metropolitan Area)",10792,10800,BUF,BUR,2218,15,340.38,WN,0.7037,320.86,WN,0.7037,320.86,,,202231079210800BUFBUR,2007508,3054729
Table1a,2022,3,30792,32575,"Buffalo, NY","Los Angeles, CA (Metropolitan Area)",10792,12892,BUF,LAX,2218,412,299.79,B6,0.5424,293.18,AA,0.1558,292.02,,,202231079212892BUFLAX,2007508,32326616
Table1a,2022,3,30792,32575,"Buffalo, NY","Los Angeles, CA (Metropolitan Area)",10792,12954,BUF,LGB,2218,10,257.65,WN,0.9565,262.1,AA,0.0326,167.33,,,202231079212954BUFLGB,2007508,1600987
Table1a,2022,3,30792,32575,"Buffalo, NY","Los Angeles, CA (Metropolitan Area)",10792,13891,BUF,ONT,2218,31,318.04,WN,0.453,315.94,F9,0.1429,120.94,,,202231079213891BUFONT,2007508,2840758
Table1a,2022,3,30792,32575,"Buffalo, NY","Los Angeles, CA (Metropolitan Area)",10792,14908,BUF,SNA,2218,54,356.78,AA,0.402,357.6,WN,0.232,340.63,,,202231079214908BUFSNA,2007508,5536313
Table1a,2022,3,30792,33195,"Buffalo, NY","Tampa, FL (Metropolitan Area)",10792,15304,BUF,TPA,1053,436,186.51,WN,0.5659,215.46,F9,0.3147,99.76,,,202231079215304BUFTPA,2007508,10539459
Table1a,2022,4,30792,30852,"Buffalo, NY","Washington, DC (Metropolitan Area)",10792,10821,BUF,BWI,296,173,170.07,WN,0.9874,169.04,WN,0.9874,169.04,,,202241079210821BUFBWI,2007508,11151169
Table1a,2022,4,30792,30852,"Buffalo, NY","Washington, DC (Metropolitan Area)",10792,11278,BUF,DCA,296,118,215.96,AA,0.9118,220.38,DL,0.0542,163.87,,,202241079211278BUFDCA,2007508,11553850
Table1a,2022,4,30792,30852,"Buffalo, NY","Washington, DC (Metropolitan Area)",10792,12264,BUF,IAD,296,70,186.72,UA,0.9736,183.42,UA,0.9736,183.42,,,202241079212264BUFIAD,2007508,10266324
Table1a,2022,4,30792,30977,"Buffalo, NY","Chicago, IL",10792,13232,BUF,MDW,474,110,168.2,WN,0.9921,167.59,WN,0.9921,167.59,,,202241079213232BUFMDW,2007508,9650281
Table1a,2022,4,30792,30977,"Buffalo, NY","Chicago, IL",10792,13930,BUF,ORD,474,203,202.5,UA,0.6971,189.32,UA,0.6971,189.32,,,202241079213930BUFORD,2007508,33120474
Table1a,2022,4,30792,31703,"Buffalo, NY","New York City, NY (Metropolitan Area)",10792,11618,BUF,EWR,326,293,154.48,UA,0.9915,154.05,UA,0.9915,154.05,,,202241079211618BUFEWR,2007508,21774690
Table1a,2022,4,30792,31703,"Buffalo, NY","New York City, NY (Metropolitan Area)",10792,12197,BUF,HPN,326,2,263.8,AA,0.7143,254.87,AA,0.7143,254.87,,,202241079212197BUFHPN,2007508,916700
Table1a,2022,4,30792,31703,"Buffalo, NY","New York City, NY (Metropolitan Area)",10792,12391,BUF,ISP,326,6,193.33,WN,1,193.33,WN,1,193.33,,,202241079212391BUFISP,2007508,611749
Table1a,2022,4,30792,31703,"Buffalo, NY","New York City, NY (Metropolitan Area)",10792,12478,BUF,JFK,326,794,155.32,B6,0.6195,150.94,B6,0.6195,150.94,,,202241079212478BUFJFK,2007508,27154885
Table1a,2022,4,30792,31703,"Buffalo, NY","New York City, NY (Metropolitan Area)",10792,12953,BUF,LGA,326,188,213.68,DL,0.9468,215.78,UA,0.0156,151.3,,,202241079212953BUFLGA,2007508,14367463
Table1a,2022,4,30792,32467,"Buffalo, NY","Miami, FL (Metropolitan Area)",10792,11697,BUF,FLL,1185,391,173.48,F9,0.3415,93.04,F9,0.3415,93.04,,,202241079211697BUFFLL,2007508,15370165
Table1a,2022,4,30792,32467,"Buffalo, NY","Miami, FL (Metropolitan Area)",10792,13303,BUF,MIA,1185,100,225.14,AA,0.3828,249.24,WN,0.2519,186.97,,,202241079213303BUFMIA,2007508,23949892
Table1a,2022,4,30792,32575,"Buffalo, NY","Los Angeles, CA (Metropolitan Area)",10792,10800,BUF,BUR,2218,9,310.17,WN,0.5904,315.23,B6,0.1928,271.43,,,202241079210800BUFBUR,2007508,3054729
Table1a,2022,4,30792,32575,"Buffalo, NY","Los Angeles, CA (Metropolitan Area)",10792,12892,BUF,LAX,2218,228,300.53,B6,0.3868,291.04,AA,0.2108,278.57,,,202241079212892BUFLAX,2007508,32326616
Table1a,2022,4,30792,32575,"Buffalo, NY","Los Angeles, CA (Metropolitan Area)",10792,12954,BUF,LGB,2218,6,231.74,WN,0.9412,232.58,AA,0.0392,177.5,,,202241079212954BUFLGB,2007508,1600987
Table1a,2022,4,30792,32575,"Buffalo, NY","Los Angeles, CA (Metropolitan Area)",10792,13891,BUF,ONT,2218,26,272.03,F9,0.3651,116.45,F9,0.3651,116.45,,,202241079213891BUFONT,2007508,2840758
Table1a,2022,4,30792,32575,"Buffalo, NY","Los Angeles, CA (Metropolitan Area)",10792,14908,BUF,SNA,2218,43,315.25,AA,0.2757,351.29,F9,0.1053,101.69,,,202241079214908BUFSNA,2007508,5536313
Table1a,2022,4,30792,33195,"Buffalo, NY","Tampa, FL (Metropolitan Area)",10792,15304,BUF,TPA,1053,421,199.32,WN,0.5639,231.47,F9,0.2818,89.88,,,202241079215304BUFTPA,2007508,10539459
Table1a,2022,1,34524,33195,"Richmond, VA","Tampa, FL (Metropolitan Area)",14524,14112,RIC,PIE,731,13,84.48,G4,1,84.48,G4,1,84.48,,,202211452414112RICPIE,2042834,1221120
Table1a,2022,1,34524,33195,"Richmond, VA","Tampa, FL (Metropolitan Area)",14524,15304,RIC,TPA,731,240,143.76,MX,0.3175,105.45,MX,0.3175,105.45,,,202211452415304RICTPA,2042834,10539459
Table1a,2022,2,34524,33195,"Richmond, VA","Tampa, FL (Metropolitan Area)",14524,14112,RIC,PIE,731,34,100.4,G4,1,100.4,G4,1,100.4,,,202221452414112RICPIE,2042834,1221120
Table1a,2022,2,34524,33195,"Richmond, VA","Tampa, FL (Metropolitan Area)",14524,15304,RIC,TPA,731,248,178.84,MX,0.3694,112.4,MX,0.3694,112.4,,,202221452415304RICTPA,2042834,10539459
Table1a,2022,3,34524,32457,"Richmond, VA","San Francisco, CA (Metropolitan Area)",14524,13796,RIC,OAK,2449,7,372.94,WN,0.8154,355.74,WN,0.8154,355.74,,,202231452413796RICOAK,2042834,5506232
Table1a,2022,3,34524,32457,"Richmond, VA","San Francisco, CA (Metropolitan Area)",14524,14771,RIC,SFO,2449,183,355.34,MX,0.2935,169.02,MX,0.2935,169.02,,,202231452414771RICSFO,2042834,20411420
Table1a,2022,3,34524,32457,"Richmond, VA","San Francisco, CA (Metropolitan Area)",14524,14831,RIC,SJC,2449,23,466.5,AA,0.311,488.9,AS,0.1053,368.55,,,202231452414831RICSJC,2042834,5590137
Table1a,2022,3,34524,33195,"Richmond, VA","Tampa, FL (Metropolitan Area)",14524,14112,RIC,PIE,731,25,81.07,G4,1,81.07,G4,1,81.07,,,202231452414112RICPIE,2042834,1221120
Table1a,2022,3,34524,33195,"Richmond, VA","Tampa, FL (Metropolitan Area)",14524,15304,RIC,TPA,731,204,155.98,MX,0.4371,93.5,MX,0.4371,93.5,,,202231452415304RICTPA,2042834,10539459
Table1a,2022,4,34524,32457,"Richmond, VA","San Francisco, CA (Metropolitan Area)",14524,13796,RIC,OAK,2449,6,363.79,WN,0.8519,328.32,WN,0.8519,328.32,,,202241452413796RICOAK,2042834,5506232
Table1a,2022,4,34524,32457,"Richmond, VA","San Francisco, CA (Metropolitan Area)",14524,14771,RIC,SFO,2449,181,324.5,AA,0.2602,341.95,MX,0.2578,178.08,,,202241452414771RICSFO,2042834,20411420
Table1a,2022,4,34524,32457,"Richmond, VA","San Francisco, CA (Metropolitan Area)",14524,14831,RIC,SJC,2449,25,410.72,AA,0.406,398.44,AA,0.406,398.44,,,202241452414831RICSJC,2042834,5590137
Table1a,2022,4,34524,33195,"Richmond, VA","Tampa, FL (Metropolitan Area)",14524,14112,RIC,PIE,731,26,101.32,G4,1,101.32,G4,1,101.32,,,202241452414112RICPIE,2042834,1221120
Table1a,2022,4,34524,33195,"Richmond, VA","Tampa, FL (Metropolitan Area)",14524,15304,RIC,TPA,731,240,187.75,MX,0.3644,107.27,MX,0.3644,107.27,,,202241452415304RICTPA,2042834,10539459
Table1a,2022,1,33667,31454,"Norfolk, VA (Metropolitan Area)","Orlando, FL",13931,13204,ORF,MCO,662,387,156.01,WN,0.5366,146.16,F9,0.1675,93.84,,,202211393113204ORFMCO,2065116,24469733
Table1a,2022,1,33667,33195,"Norfolk, VA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",13931,14112,ORF,PIE,726,14,91.99,G4,1,91.99,G4,1,91.99,,,202211393114112ORFPIE,2065116,1221120
Table1a,2022,1,33667,33195,"Norfolk, VA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",13931,15304,ORF,TPA,726,208,135.34,MX,0.3237,108.37,MX,0.3237,108.37,,,202211393115304ORFTPA,2065116,10539459
Table1a,2022,1,33667,33570,"Norfolk, VA (Metropolitan Area)","San Diego, CA",13931,14679,ORF,SAN,2330,232,329.61,AA,0.3136,304.83,WN,0.2682,286.28,,,202211393114679ORFSAN,2065116,11162224
Table1a,2022,2,33667,31454,"Norfolk, VA (Metropolitan Area)","Orlando, FL",13931,13204,ORF,MCO,662,423,193.07,F9,0.4119,113.81,F9,0.4119,113.81,,,202221393113204ORFMCO,2065116,24469733
Table1a,2022,2,33667,33195,"Norfolk, VA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",13931,14112,ORF,PIE,726,41,96.18,G4,1,96.18,G4,1,96.18,,,202221393114112ORFPIE,2065116,1221120
Table1a,2022,2,33667,33195,"Norfolk, VA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",13931,15304,ORF,TPA,726,215,199.79,MX,0.3136,116.16,MX,0.3136,116.16,,,202221393115304ORFTPA,2065116,10539459
Table1a,2022,2,33667,33570,"Norfolk, VA (Metropolitan Area)","San Diego, CA",13931,14679,ORF,SAN,2330,288,467.13,AA,0.2933,451.28,WN,0.1859,367.86,,,202221393114679ORFSAN,2065116,11162224
Table1a,2022,3,33667,30559,"Norfolk, VA (Metropolitan Area)","Seattle, WA",13931,14747,ORF,SEA,2437,210,412.18,DL,0.3373,445.96,AA,0.3363,355.84,,,202231393114747ORFSEA,2065116,22157862
Table1a,2022,3,33667,31454,"Norfolk, VA (Metropolitan Area)","Orlando, FL",13931,13204,ORF,MCO,662,414,167.25,F9,0.4448,93.34,F9,0.4448,93.34,,,202231393113204ORFMCO,2065116,24469733
Table1a,2022,3,33667,33195,"Norfolk, VA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",13931,14112,ORF,PIE,726,27,87.63,G4,1,87.63,G4,1,87.63,,,202231393114112ORFPIE,2065116,1221120
Table1a,2022,3,33667,33195,"Norfolk, VA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",13931,15304,ORF,TPA,726,203,175.57,MX,0.2722,99.19,MX,0.2722,99.19,,,202231393115304ORFTPA,2065116,10539459
Table1a,2022,3,33667,33570,"Norfolk, VA (Metropolitan Area)","San Diego, CA",13931,14679,ORF,SAN,2330,305,386.27,AA,0.4848,361.93,AA,0.4848,361.93,,,202231393114679ORFSAN,2065116,11162224
Table1a,2022,4,33667,31454,"Norfolk, VA (Metropolitan Area)","Orlando, FL",13931,13204,ORF,MCO,662,422,179.15,F9,0.4076,91.53,F9,0.4076,91.53,,,202241393113204ORFMCO,2065116,24469733
Table1a,2022,4,33667,33195,"Norfolk, VA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",13931,15304,ORF,TPA,722,212,194.74,MX,0.3087,115.59,MX,0.3087,115.59,,,202241393115304ORFTPA,2065116,10539459
Table1a,2022,4,33667,33570,"Norfolk, VA (Metropolitan Area)","San Diego, CA",13931,14679,ORF,SAN,2330,293,383.74,AA,0.4588,358.15,WN,0.1424,356.8,,,202241393114679ORFSAN,2065116,11162224
Table1a,2022,1,34570,32457,"Reno, NV","San Francisco, CA (Metropolitan Area)",14570,13796,RNO,OAK,192,44,129.08,WN,1,129.08,WN,1,129.08,,,202211457013796RNOOAK,2132856,5506232
Table1a,2022,1,34570,32457,"Reno, NV","San Francisco, CA (Metropolitan Area)",14570,14771,RNO,SFO,192,103,210,UA,1,210,UA,1,210,,,202211457014771RNOSFO,2132856,20411420
Table1a,2022,1,34570,32457,"Reno, NV","San Francisco, CA (Metropolitan Area)",14570,14831,RNO,SJC,192,65,124.9,WN,0.9983,124.87,WN,0.9983,124.87,,,202211457014831RNOSJC,2132856,5590137
Table1a,2022,2,34570,32457,"Reno, NV","San Francisco, CA (Metropolitan Area)",14570,13796,RNO,OAK,192,62,138.86,WN,1,138.86,WN,1,138.86,,,202221457013796RNOOAK,2132856,5506232
Table1a,2022,2,34570,32457,"Reno, NV","San Francisco, CA (Metropolitan Area)",14570,14771,RNO,SFO,192,116,197.46,UA,1,197.46,UA,1,197.46,,,202221457014771RNOSFO,2132856,20411420
Table1a,2022,2,34570,32457,"Reno, NV","San Francisco, CA (Metropolitan Area)",14570,14831,RNO,SJC,192,84,126.58,WN,0.9961,126.6,WN,0.9961,126.6,,,202221457014831RNOSJC,2132856,5590137
Table1a,2022,3,34570,32457,"Reno, NV","San Francisco, CA (Metropolitan Area)",14570,13796,RNO,OAK,192,81,136.32,WN,1,136.32,WN,1,136.32,,,202231457013796RNOOAK,2132856,5506232
Table1a,2022,3,34570,32457,"Reno, NV","San Francisco, CA (Metropolitan Area)",14570,14771,RNO,SFO,192,141,197.39,UA,1,197.39,UA,1,197.39,,,202231457014771RNOSFO,2132856,20411420
Table1a,2022,3,34570,32457,"Reno, NV","San Francisco, CA (Metropolitan Area)",14570,14831,RNO,SJC,192,81,123.64,WN,0.9987,123.57,WN,0.9987,123.57,,,202231457014831RNOSJC,2132856,5590137
Table1a,2022,4,34570,32457,"Reno, NV","San Francisco, CA (Metropolitan Area)",14570,13796,RNO,OAK,192,97,147.79,WN,1,147.79,WN,1,147.79,,,202241457013796RNOOAK,2132856,5506232
Table1a,2022,4,34570,32457,"Reno, NV","San Francisco, CA (Metropolitan Area)",14570,14771,RNO,SFO,192,155,199.03,UA,1,199.03,UA,1,199.03,,,202241457014771RNOSFO,2132856,20411420
Table1a,2022,4,34570,32457,"Reno, NV","San Francisco, CA (Metropolitan Area)",14570,14831,RNO,SJC,192,110,139.16,WN,0.999,139.19,WN,0.999,139.19,,,202241457014831RNOSJC,2132856,5590137
Table1a,2022,1,33244,30466,"Memphis, TN","Phoenix, AZ",13244,14107,MEM,PHX,1264,228,249.18,AA,0.53,251.2,WN,0.3892,223.09,,,202211324414107MEMPHX,2163692,21852586
Table1a,2022,1,33244,30852,"Memphis, TN","Washington, DC (Metropolitan Area)",13244,10821,MEM,BWI,787,80,179.43,DL,0.4372,179.96,WN,0.3031,174.07,,,202211324410821MEMBWI,2163692,11151169
Table1a,2022,1,33244,30852,"Memphis, TN","Washington, DC (Metropolitan Area)",13244,11278,MEM,DCA,787,199,213.56,AA,0.8578,214.79,UA,0.0162,144,,,202211324411278MEMDCA,2163692,11553850
Table1a,2022,1,33244,30852,"Memphis, TN","Washington, DC (Metropolitan Area)",13244,12264,MEM,IAD,787,21,235.29,DL,0.4378,246.78,WN,0.2,190.89,,,202211324412264MEMIAD,2163692,10266324
Table1a,2022,1,33244,31703,"Memphis, TN","New York City, NY (Metropolitan Area)",13244,11618,MEM,EWR,1002,120,227.13,UA,0.7825,218.17,UA,0.7825,218.17,,,202211324411618MEMEWR,2163692,21774690
Table1a,2022,1,33244,31703,"Memphis, TN","New York City, NY (Metropolitan Area)",13244,12197,MEM,HPN,1002,5,247.99,DL,0.5227,267.28,AA,0.3864,240.85,,,202211324412197MEMHPN,2163692,916700
Table1a,2022,1,33244,31703,"Memphis, TN","New York City, NY (Metropolitan Area)",13244,12391,MEM,ISP,1002,1,247.57,WN,0.7143,271.8,F9,0.1429,106,,,202211324412391MEMISP,2163692,611749
Table1a,2022,1,33244,31703,"Memphis, TN","New York City, NY (Metropolitan Area)",13244,12478,MEM,JFK,1002,15,246.39,AA,0.5108,241.57,AA,0.5108,241.57,,,202211324412478MEMJFK,2163692,27154885
Table1a,2022,1,33244,31703,"Memphis, TN","New York City, NY (Metropolitan Area)",13244,12953,MEM,LGA,1002,250,208.81,DL,0.4653,224.36,AA,0.4458,196.38,,,202211324412953MEMLGA,2163692,14367463
Table1a,2022,1,33244,32467,"Memphis, TN","Miami, FL (Metropolitan Area)",13244,11697,MEM,FLL,859,118,207.77,G4,0.3675,117.83,G4,0.3675,117.83,,,202211324411697MEMFLL,2163692,15370165
Table1a,2022,1,33244,32467,"Memphis, TN","Miami, FL (Metropolitan Area)",13244,13303,MEM,MIA,859,249,209.71,AA,0.7009,215.92,WN,0.1103,178,,,202211324413303MEMMIA,2163692,23949892
Table1a,2022,1,33244,33195,"Memphis, TN","Tampa, FL (Metropolitan Area)",13244,14112,MEM,PIE,655,25,97.6,G4,1,97.6,G4,1,97.6,,,202211324414112MEMPIE,2163692,1221120
Table1a,2022,1,33244,33195,"Memphis, TN","Tampa, FL (Metropolitan Area)",13244,15304,MEM,TPA,655,157,200.31,WN,0.4377,170.26,WN,0.4377,170.26,,,202211324415304MEMTPA,2163692,10539459
Table1a,2022,2,33244,30466,"Memphis, TN","Phoenix, AZ",13244,14107,MEM,PHX,1264,219,306.68,AA,0.6995,305.4,WN,0.1577,290.85,,,202221324414107MEMPHX,2163692,21852586
Table1a,2022,2,33244,30852,"Memphis, TN","Washington, DC (Metropolitan Area)",13244,10821,MEM,BWI,787,107,255.81,WN,0.4023,210.32,WN,0.4023,210.32,,,202221324410821MEMBWI,2163692,11151169
Table1a,2022,2,33244,30852,"Memphis, TN","Washington, DC (Metropolitan Area)",13244,11278,MEM,DCA,787,343,265.13,AA,0.8477,266.72,UA,0.0119,194.08,,,202221324411278MEMDCA,2163692,11553850
Table1a,2022,2,33244,30852,"Memphis, TN","Washington, DC (Metropolitan Area)",13244,12264,MEM,IAD,787,38,249.64,WN,0.3218,204.96,WN,0.3218,204.96,,,202221324412264MEMIAD,2163692,10266324
Table1a,2022,2,33244,31703,"Memphis, TN","New York City, NY (Metropolitan Area)",13244,11618,MEM,EWR,1002,171,265.49,UA,0.7644,254.47,UA,0.7644,254.47,,,202221324411618MEMEWR,2163692,21774690
Table1a,2022,2,33244,31703,"Memphis, TN","New York City, NY (Metropolitan Area)",13244,12197,MEM,HPN,1002,8,270.08,AA,0.5429,261.13,AA,0.5429,261.13,,,202221324412197MEMHPN,2163692,916700
Table1a,2022,2,33244,31703,"Memphis, TN","New York City, NY (Metropolitan Area)",13244,12391,MEM,ISP,1002,1,248.44,AA,1,248.44,AA,1,248.44,,,202221324412391MEMISP,2163692,611749
Table1a,2022,2,33244,31703,"Memphis, TN","New York City, NY (Metropolitan Area)",13244,12478,MEM,JFK,1002,17,329.12,AA,0.5769,282.73,AA,0.5769,282.73,,,202221324412478MEMJFK,2163692,27154885
Table1a,2022,2,33244,31703,"Memphis, TN","New York City, NY (Metropolitan Area)",13244,12953,MEM,LGA,1002,407,238.68,AA,0.5003,227.14,AA,0.5003,227.14,,,202221324412953MEMLGA,2163692,14367463
Table1a,2022,2,33244,32467,"Memphis, TN","Miami, FL (Metropolitan Area)",13244,11697,MEM,FLL,859,179,192.71,G4,0.5196,113.52,G4,0.5196,113.52,,,202221324411697MEMFLL,2163692,15370165
Table1a,2022,2,33244,32467,"Memphis, TN","Miami, FL (Metropolitan Area)",13244,13303,MEM,MIA,859,238,251.91,AA,0.6385,261.86,WN,0.1362,201.21,,,202221324413303MEMMIA,2163692,23949892
Table1a,2022,2,33244,33195,"Memphis, TN","Tampa, FL (Metropolitan Area)",13244,14112,MEM,PIE,655,45,82.7,G4,1,82.7,G4,1,82.7,,,202221324414112MEMPIE,2163692,1221120
Table1a,2022,2,33244,33195,"Memphis, TN","Tampa, FL (Metropolitan Area)",13244,15304,MEM,TPA,655,167,241.63,WN,0.4106,182.63,WN,0.4106,182.63,,,202221324415304MEMTPA,2163692,10539459
Table1a,2022,3,33244,30852,"Memphis, TN","Washington, DC (Metropolitan Area)",13244,10821,MEM,BWI,787,120,232.91,WN,0.4823,205.01,WN,0.4823,205.01,,,202231324410821MEMBWI,2163692,11151169
Table1a,2022,3,33244,30852,"Memphis, TN","Washington, DC (Metropolitan Area)",13244,11278,MEM,DCA,787,291,259.96,AA,0.8123,264.96,WN,0.0964,194.66,,,202231324411278MEMDCA,2163692,11553850
Table1a,2022,3,33244,30852,"Memphis, TN","Washington, DC (Metropolitan Area)",13244,12264,MEM,IAD,787,33,252.74,WN,0.3734,188.32,WN,0.3734,188.32,,,202231324412264MEMIAD,2163692,10266324
Table1a,2022,3,33244,31703,"Memphis, TN","New York City, NY (Metropolitan Area)",13244,11618,MEM,EWR,1002,203,248.9,UA,0.7386,242.63,AA,0.1635,238.41,,,202231324411618MEMEWR,2163692,21774690
Table1a,2022,3,33244,31703,"Memphis, TN","New York City, NY (Metropolitan Area)",13244,12197,MEM,HPN,1002,8,328,DL,0.5584,366.88,AA,0.4286,279.09,,,202231324412197MEMHPN,2163692,916700
Table1a,2022,3,33244,31703,"Memphis, TN","New York City, NY (Metropolitan Area)",13244,12391,MEM,ISP,1002,1,431.17,AA,0.8333,470.2,WN,0.1667,236,,,202231324412391MEMISP,2163692,611749
Table1a,2022,3,33244,31703,"Memphis, TN","New York City, NY (Metropolitan Area)",13244,12478,MEM,JFK,1002,17,330.12,AA,0.5256,298.31,AA,0.5256,298.31,,,202231324412478MEMJFK,2163692,27154885
Table1a,2022,3,33244,31703,"Memphis, TN","New York City, NY (Metropolitan Area)",13244,12953,MEM,LGA,1002,353,261.8,AA,0.4708,237.63,AA,0.4708,237.63,,,202231324412953MEMLGA,2163692,14367463
Table1a,2022,3,33244,32467,"Memphis, TN","Miami, FL (Metropolitan Area)",13244,11697,MEM,FLL,859,176,181.89,G4,0.5352,105.04,G4,0.5352,105.04,,,202231324411697MEMFLL,2163692,15370165
Table1a,2022,3,33244,32467,"Memphis, TN","Miami, FL (Metropolitan Area)",13244,13303,MEM,MIA,859,169,282.88,AA,0.6705,283.17,WN,0.166,222.4,,,202231324413303MEMMIA,2163692,23949892
Table1a,2022,4,33244,30466,"Memphis, TN","Phoenix, AZ",13244,14107,MEM,PHX,1264,244,290.57,AA,0.6736,294.43,WN,0.1672,257.73,,,202241324414107MEMPHX,2163692,21852586
Table1a,2022,4,33244,30852,"Memphis, TN","Washington, DC (Metropolitan Area)",13244,10821,MEM,BWI,787,107,272.24,WN,0.3685,223.95,WN,0.3685,223.95,,,202241324410821MEMBWI,2163692,11151169
Table1a,2022,4,33244,30852,"Memphis, TN","Washington, DC (Metropolitan Area)",13244,11278,MEM,DCA,787,321,287.1,AA,0.8081,296.87,WN,0.0953,201.11,,,202241324411278MEMDCA,2163692,11553850
Table1a,2022,4,33244,30852,"Memphis, TN","Washington, DC (Metropolitan Area)",13244,12264,MEM,IAD,787,36,265.8,WN,0.3272,206.04,WN,0.3272,206.04,,,202241324412264MEMIAD,2163692,10266324
Table1a,2022,4,33244,31703,"Memphis, TN","New York City, NY (Metropolitan Area)",13244,11618,MEM,EWR,1002,263,247.95,UA,0.8642,237.52,UA,0.8642,237.52,,,202241324411618MEMEWR,2163692,21774690
Table1a,2022,4,33244,31703,"Memphis, TN","New York City, NY (Metropolitan Area)",13244,12197,MEM,HPN,1002,9,351.57,AA,0.4878,331.73,AA,0.4878,331.73,,,202241324412197MEMHPN,2163692,916700
Table1a,2022,4,33244,31703,"Memphis, TN","New York City, NY (Metropolitan Area)",13244,12391,MEM,ISP,1002,1,229,WN,0.5714,282,F9,0.4286,158.33,,,202241324412391MEMISP,2163692,611749
Table1a,2022,4,33244,31703,"Memphis, TN","New York City, NY (Metropolitan Area)",13244,12478,MEM,JFK,1002,16,358.31,AA,0.4797,345.15,AA,0.4797,345.15,,,202241324412478MEMJFK,2163692,27154885
Table1a,2022,4,33244,31703,"Memphis, TN","New York City, NY (Metropolitan Area)",13244,12953,MEM,LGA,1002,371,301.79,AA,0.4541,278.07,AA,0.4541,278.07,,,202241324412953MEMLGA,2163692,14367463
Table1a,2022,4,33244,32467,"Memphis, TN","Miami, FL (Metropolitan Area)",13244,11697,MEM,FLL,859,168,222.61,G4,0.4494,124.13,G4,0.4494,124.13,,,202241324411697MEMFLL,2163692,15370165
Table1a,2022,4,33244,32467,"Memphis, TN","Miami, FL (Metropolitan Area)",13244,13303,MEM,MIA,859,157,331.83,AA,0.5784,361.04,WN,0.2372,212.47,,,202241324413303MEMMIA,2163692,23949892
