quarter,citymarketid_1,citymarketid_2,city1,city2,airportid_1,airportid_2,airport_1,airport_2,nsmiles,passengers,log_fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low,pax_city1,pax_city2
0,32575,34614,"Los Angeles, CA (Metropolitan Area)","Salt Lake City, UT",12892,14869,71,94,590,1766,5.089323238338246,4,0.5785,179.74,11,0.1963,123.08,32326616,12383843
0,32575,34614,"Los Angeles, CA (Metropolitan Area)","Salt Lake City, UT",12954,14869,74,94,590,384,5.121759169643187,4,0.8165,182.37,11,0.1737,96.56,1600987,12383843
0,32575,34614,"Los Angeles, CA (Metropolitan Area)","Salt Lake City, UT",13891,14869,91,94,590,405,5.03493758661922,4,0.8849,153.88,11,0.0917,139.78,2840758,12383843
0,32575,34614,"Los Angeles, CA (Metropolitan Area)","Salt Lake City, UT",14908,14869,119,94,590,810,5.36667670406138,4,0.747,232.38,11,0.2315,158.55,5536313,12383843
0,32575,34653,"Los Angeles, CA (Metropolitan Area)","Tulsa, OK",10800,15370,22,104,1283,17,5.646894612449152,11,0.671,257.06,11,0.671,257.06,3054729,1447126
0,32575,34653,"Los Angeles, CA (Metropolitan Area)","Tulsa, OK",12892,15370,71,104,1283,159,5.452325179027384,1,0.6368,250.68,6,0.1197,113.38,32326616,1447126
0,32575,34653,"Los Angeles, CA (Metropolitan Area)","Tulsa, OK",12954,15370,74,104,1283,13,5.28492812942902,11,0.8182,185.39,4,0.1074,173.46,1600987,1447126
0,32575,34653,"Los Angeles, CA (Metropolitan Area)","Tulsa, OK",13891,15370,91,104,1283,43,5.516488576235688,11,0.4767,237.1,11,0.4767,237.1,2840758,1447126
0,32575,34653,"Los Angeles, CA (Metropolitan Area)","Tulsa, OK",14908,15370,119,104,1283,42,5.606977845385009,1,0.4605,277.25,11,0.3211,250.64,5536313,1447126
0,32575,34685,"Los Angeles, CA (Metropolitan Area)","Savannah, GA",10800,14685,22,88,2152,5,5.554818321516243,1,0.7391,275.76,11,0.1739,190.25,3054729,1726444
0,32575,34685,"Los Angeles, CA (Metropolitan Area)","Savannah, GA",12892,14685,71,88,2152,104,5.86510735823146,4,0.3998,392.59,10,0.1343,330.68,32326616,1726444
0,32575,34685,"Los Angeles, CA (Metropolitan Area)","Savannah, GA",12954,14685,74,88,2152,2,5.4563462307729464,11,0.9048,243.32,1,0.0952,148.0,1600987,1726444
0,32575,34685,"Los Angeles, CA (Metropolitan Area)","Savannah, GA",13891,14685,91,88,2152,24,5.769601425693418,4,0.5833,334.04,1,0.3472,313.17,2840758,1726444
0,32575,34685,"Los Angeles, CA (Metropolitan Area)","Savannah, GA",14908,14685,119,88,2152,33,5.895201413387272,4,0.3838,402.09,1,0.367,312.77,5536313,1726444
0,33044,30466,"Louisville, KY","Phoenix, AZ",14730,14107,113,72,1506,194,5.592627425290038,11,0.6285,263.57,11,0.6285,263.57,1893647,21852586
0,33044,30852,"Louisville, KY","Washington, DC (Metropolitan Area)",14730,10821,113,5,495,158,4.931303444814125,11,0.9018,134.69,11,0.9018,134.69,1893647,11151169
0,33044,30852,"Louisville, KY","Washington, DC (Metropolitan Area)",14730,11278,113,15,495,166,5.119908146573997,1,0.921,167.47,11,0.0241,159.11,1893647,11553850
0,33044,30852,"Louisville, KY","Washington, DC (Metropolitan Area)",14730,12264,113,33,495,47,5.01747849257825,10,0.8558,145.26,11,0.0213,131.11,1893647,10266324
0,33044,31703,"Louisville, KY","New York City, NY (Metropolitan Area)",14730,11618,113,22,699,90,5.346107030383885,10,0.8663,204.05,10,0.8663,204.05,1893647,21774690
0,33044,31703,"Louisville, KY","New York City, NY (Metropolitan Area)",14730,12197,113,30,699,5,5.283508250894329,1,0.6341,204.02,4,0.2683,195.87,1893647,916700
0,33044,31703,"Louisville, KY","New York City, NY (Metropolitan Area)",14730,12391,113,38,699,5,5.128181264617884,11,0.8605,158.84,11,0.8605,158.84,1893647,611749
0,33044,31703,"Louisville, KY","New York City, NY (Metropolitan Area)",14730,12478,113,42,699,10,5.4129398573847345,1,0.5591,218.71,1,0.5591,218.71,1893647,27154885
0,33044,31703,"Louisville, KY","New York City, NY (Metropolitan Area)",14730,12953,113,46,699,236,5.200153117760805,4,0.5354,196.88,1,0.3566,165.2,1893647,14367463
0,33044,32467,"Louisville, KY","Miami, FL (Metropolitan Area)",14730,11697,113,24,910,203,5.031352535684977,8,0.4882,107.62,6,0.1203,95.86,1893647,15370165
0,33044,32467,"Louisville, KY","Miami, FL (Metropolitan Area)",14730,13303,113,56,910,172,5.5064691000430095,1,0.7934,243.82,1,0.7934,243.82,1893647,23949892
0,33044,33195,"Louisville, KY","Tampa, FL (Metropolitan Area)",14730,14112,113,73,729,33,4.508218659911641,6,1.0,90.76,6,1.0,90.76,1893647,1221120
0,33044,33195,"Louisville, KY","Tampa, FL (Metropolitan Area)",14730,15304,113,103,729,291,5.040129369323958,11,0.5817,151.43,11,0.5817,151.43,1893647,10539459
0,33105,30194,"Cincinnati, OH","Dallas/Fort Worth, TX",11193,11259,34,14,812,19,5.410484663418784,11,0.7278,204.81,11,0.7278,204.81,3702997,7819129
0,33105,30194,"Cincinnati, OH","Dallas/Fort Worth, TX",11193,11298,34,17,812,293,5.572990184406177,1,0.824,260.66,1,0.824,260.66,3702997,35345138
0,33105,30466,"Cincinnati, OH","Phoenix, AZ",11193,10466,34,39,1569,65,4.763796549270511,6,1.0,117.19,6,1.0,117.19,3702997,973491
0,33105,30466,"Cincinnati, OH","Phoenix, AZ",11193,14107,34,72,1569,365,5.571393286610455,1,0.5993,256.58,11,0.1304,207.42,3702997,21852586
0,33105,30852,"Cincinnati, OH","Washington, DC (Metropolitan Area)",11193,10821,34,5,430,148,4.92238678854219,11,0.8518,127.53,11,0.8518,127.53,3702997,11151169
0,33105,30852,"Cincinnati, OH","Washington, DC (Metropolitan Area)",11193,11278,34,15,430,277,4.9101517555179335,4,0.5489,138.03,1,0.4362,133.52,3702997,11553850
0,33105,30852,"Cincinnati, OH","Washington, DC (Metropolitan Area)",11193,12264,34,33,430,67,5.051905188294472,10,0.9502,150.37,10,0.9502,150.37,3702997,10266324
0,33105,31453,"Cincinnati, OH","Houston, TX",11193,12191,34,29,886,68,5.187274067754712,11,0.9097,168.79,11,0.9097,168.79,3702997,6462948
0,33105,31453,"Cincinnati, OH","Houston, TX",11193,12266,34,34,886,190,5.471093510498459,10,0.7952,240.28,5,0.0123,87.86,3702997,19814052
0,33105,31703,"Cincinnati, OH","New York City, NY (Metropolitan Area)",11193,11618,34,22,626,271,5.258068124640351,10,0.5466,200.12,10,0.5466,200.12,3702997,21774690
0,33105,31703,"Cincinnati, OH","New York City, NY (Metropolitan Area)",11193,12197,34,30,626,7,5.308861580423708,1,0.6825,188.43,1,0.6825,188.43,3702997,916700
0,33105,31703,"Cincinnati, OH","New York City, NY (Metropolitan Area)",11193,12391,34,38,626,2,5.342621292104561,11,0.6875,203.36,11,0.6875,203.36,3702997,611749
0,33105,31703,"Cincinnati, OH","New York City, NY (Metropolitan Area)",11193,12478,34,42,626,94,5.254626677923303,1,0.6197,185.04,1,0.6197,185.04,3702997,27154885
0,33105,31703,"Cincinnati, OH","New York City, NY (Metropolitan Area)",11193,12953,34,46,626,341,5.236495152904694,4,0.6358,207.93,1,0.3,151.67,3702997,14367463
0,33105,32457,"Cincinnati, OH","San Francisco, CA (Metropolitan Area)",11193,13796,34,61,2036,23,5.401821159562698,11,0.4223,248.75,5,0.2573,92.17,3702997,5506232
0,33105,32457,"Cincinnati, OH","San Francisco, CA (Metropolitan Area)",11193,14771,34,92,2036,127,5.76813347821345,4,0.4317,342.45,1,0.1576,296.84,3702997,20411420
0,33105,32457,"Cincinnati, OH","San Francisco, CA (Metropolitan Area)",11193,14831,34,93,2036,34,5.801816214927566,4,0.4636,363.65,11,0.2053,276.8,3702997,5590137
0,33105,32467,"Cincinnati, OH","Miami, FL (Metropolitan Area)",11193,11697,34,24,948,450,5.189004606607336,4,0.4774,231.68,6,0.3999,110.07,3702997,15370165
0,33105,32467,"Cincinnati, OH","Miami, FL (Metropolitan Area)",11193,13303,34,56,948,351,5.326224319801044,1,0.7351,214.72,5,0.1291,114.36,3702997,23949892
0,33105,32575,"Cincinnati, OH","Los Angeles, CA (Metropolitan Area)",11193,10800,34,4,1900,15,5.67394163264518,11,0.4265,231.41,11,0.4265,231.41,3702997,3054729
0,33105,32575,"Cincinnati, OH","Los Angeles, CA (Metropolitan Area)",11193,12892,34,44,1900,383,5.947068464805155,4,0.5273,428.63,6,0.1175,109.5,3702997,32326616
0,33105,32575,"Cincinnati, OH","Los Angeles, CA (Metropolitan Area)",11193,12954,34,47,1900,4,5.781422297713427,11,0.5946,305.91,1,0.1351,232.2,3702997,1600987
0,33105,32575,"Cincinnati, OH","Los Angeles, CA (Metropolitan Area)",11193,13891,34,64,1900,49,5.622825460242726,1,0.2573,325.76,5,0.2077,122.03,3702997,2840758
0,33105,32575,"Cincinnati, OH","Los Angeles, CA (Metropolitan Area)",11193,14908,34,96,1900,66,5.696657149713612,10,0.2425,328.59,11,0.1722,255.13,3702997,5536313
0,33105,33195,"Cincinnati, OH","Tampa, FL (Metropolitan Area)",11193,14112,34,73,776,177,4.655197679587739,6,1.0,105.13,6,1.0,105.13,3702997,1221120
0,33105,33195,"Cincinnati, OH","Tampa, FL (Metropolitan Area)",11193,15304,34,103,776,432,5.17105201550216,4,0.5475,207.34,5,0.2849,114.29,3702997,10539459
0,33192,30852,"Sacramento, CA","Washington, DC (Metropolitan Area)",14893,10821,118,5,2395,99,5.681025487533585,11,0.4725,304.63,10,0.1818,299.17,6040824,11151169
0,33192,30852,"Sacramento, CA","Washington, DC (Metropolitan Area)",14893,11278,118,15,2395,99,5.702181193289227,11,0.2489,269.66,11,0.2489,269.66,6040824,11553850
0,33192,30852,"Sacramento, CA","Washington, DC (Metropolitan Area)",14893,12264,118,33,2395,99,5.798425765472822,10,0.7396,342.22,11,0.1246,269.34,6040824,10266324
0,33195,30852,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",15304,10821,124,5,842,970,5.057773300553659,11,0.8035,163.85,8,0.1396,99.31,10539459,11151169
0,33195,30852,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",15304,11278,124,15,842,858,5.206256900698823,1,0.589,194.06,11,0.3691,157.62,10539459,11553850
0,33195,30852,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",15304,12264,124,33,842,322,5.324569737692102,10,0.9093,205.16,11,0.0117,164.85,10539459,10266324
0,33198,30466,"Kansas City, MO","Phoenix, AZ",13198,14107,76,72,1044,795,5.57988075799164,11,0.6875,264.37,11,0.6875,264.37,4796476,21852586
0,33198,30852,"Kansas City, MO","Washington, DC (Metropolitan Area)",13198,10821,76,5,967,168,5.354886718035931,11,0.859,204.11,8,0.0126,109.32,4796476,11151169
0,33198,30852,"Kansas City, MO","Washington, DC (Metropolitan Area)",13198,11278,76,15,967,304,5.270586392809726,1,0.4918,205.69,11,0.4655,176.82,4796476,11553850
0,33198,30852,"Kansas City, MO","Washington, DC (Metropolitan Area)",13198,12264,76,33,967,68,5.454551588578672,10,0.7418,238.54,11,0.1086,214.54,4796476,10266324
0,33198,31703,"Kansas City, MO","New York City, NY (Metropolitan Area)",13198,11618,76,22,1148,199,5.287357526311695,10,0.9084,197.25,8,0.014,99.76,4796476,21774690
0,33198,31703,"Kansas City, MO","New York City, NY (Metropolitan Area)",13198,12197,76,30,1148,6,5.278165678337183,1,0.62,198.34,4,0.26,189.08,4796476,916700
0,33198,31703,"Kansas City, MO","New York City, NY (Metropolitan Area)",13198,12391,76,38,1148,8,5.169517619156448,11,0.8732,182.5,1,0.1268,129.89,4796476,611749
0,33198,31703,"Kansas City, MO","New York City, NY (Metropolitan Area)",13198,12478,76,42,1148,16,5.27279440931695,1,0.4357,199.6,3,0.2643,116.54,4796476,27154885
0,33198,31703,"Kansas City, MO","New York City, NY (Metropolitan Area)",13198,12953,76,46,1148,414,5.221004263445367,4,0.4564,214.9,11,0.2643,151.34,4796476,14367463
0,33198,32457,"Kansas City, MO","San Francisco, CA (Metropolitan Area)",13198,13796,76,61,1499,117,5.667395077203811,11,0.8524,287.06,8,0.0454,170.81,4796476,5506232
0,33198,32457,"Kansas City, MO","San Francisco, CA (Metropolitan Area)",13198,14771,76,92,1499,111,5.670742620578,4,0.2788,290.68,4,0.2788,290.68,4796476,20411420
0,33198,32457,"Kansas City, MO","San Francisco, CA (Metropolitan Area)",13198,14831,76,93,1499,66,5.67414766952651,11,0.5508,280.62,11,0.5508,280.62,4796476,5590137
0,33198,32467,"Kansas City, MO","Miami, FL (Metropolitan Area)",13198,11697,76,24,1251,305,5.319687392284229,11,0.6268,207.11,8,0.1906,123.27,4796476,15370165
0,33198,32467,"Kansas City, MO","Miami, FL (Metropolitan Area)",13198,13303,76,56,1251,286,5.321838561589383,1,0.6647,210.67,11,0.2529,173.06,4796476,23949892
0,33198,32575,"Kansas City, MO","Los Angeles, CA (Metropolitan Area)",13198,10800,76,4,1363,33,5.5922920986228375,11,0.6967,249.13,11,0.6967,249.13,4796476,3054729
0,33198,32575,"Kansas City, MO","Los Angeles, CA (Metropolitan Area)",13198,12892,76,44,1363,591,5.335179531280603,4,0.3149,229.83,8,0.2621,141.17,4796476,32326616
0,33198,32575,"Kansas City, MO","Los Angeles, CA (Metropolitan Area)",13198,12954,76,47,1363,22,5.457284997643682,11,0.896,210.36,11,0.896,210.36,4796476,1600987
0,33198,32575,"Kansas City, MO","Los Angeles, CA (Metropolitan Area)",13198,13891,76,64,1363,62,5.6995401553980685,11,0.5241,266.4,11,0.5241,266.4,4796476,2840758
0,33198,32575,"Kansas City, MO","Los Angeles, CA (Metropolitan Area)",13198,14908,76,96,1363,96,5.621559614398368,11,0.4307,281.54,10,0.1582,279.02,4796476,5536313
0,33198,33195,"Kansas City, MO","Tampa, FL (Metropolitan Area)",13198,14112,76,73,1048,12,4.847331743138063,6,1.0,127.4,6,1.0,127.4,4796476,1221120
0,33198,33195,"Kansas City, MO","Tampa, FL (Metropolitan Area)",13198,15304,76,103,1048,444,5.184140321485637,11,0.6989,178.23,8,0.1222,111.08,4796476,10539459
0,33214,30852,"San Antonio, TX","Washington, DC (Metropolitan Area)",14683,10821,111,5,1407,271,5.5436137225033795,11,0.7935,240.64,11,0.7935,240.64,4751610,11151169
0,33214,30852,"San Antonio, TX","Washington, DC (Metropolitan Area)",14683,11278,111,15,1407,211,5.524336778607711,11,0.4515,216.38,11,0.4515,216.38,4751610,11553850
0,33214,30852,"San Antonio, TX","Washington, DC (Metropolitan Area)",14683,12264,111,33,1407,208,5.647987836333886,10,0.8512,285.08,11,0.0363,211.08,4751610,10266324
0,33214,32457,"San Antonio, TX","San Francisco, CA (Metropolitan Area)",14683,13796,111,61,1482,58,5.511895312992546,11,0.7663,244.94,11,0.7663,244.94,4751610,5506232
0,33214,32457,"San Antonio, TX","San Francisco, CA (Metropolitan Area)",14683,14771,111,92,1482,139,5.677335824641218,10,0.62,297.51,11,0.1192,258.82,4751610,20411420
0,33214,32457,"San Antonio, TX","San Francisco, CA (Metropolitan Area)",14683,14831,111,93,1482,90,5.381968939043647,11,0.5105,193.68,11,0.5105,193.68,4751610,5590137
0,33214,33195,"San Antonio, TX","Tampa, FL (Metropolitan Area)",14683,15304,111,103,972,239,5.414543635516169,11,0.5566,195.6,11,0.5566,195.6,4751610,10539459
0,33244,30466,"Memphis, TN","Phoenix, AZ",13244,14107,79,72,1264,228,5.518175526870717,1,0.53,251.2,11,0.3892,223.09,2163692,21852586
0,33244,30852,"Memphis, TN","Washington, DC (Metropolitan Area)",13244,10821,79,5,787,80,5.189785159724575,4,0.4372,179.96,11,0.3031,174.07,2163692,11151169
0,33244,30852,"Memphis, TN","Washington, DC (Metropolitan Area)",13244,11278,79,15,787,199,5.3639178236319855,1,0.8578,214.79,10,0.0162,144.0,2163692,11553850
0,33244,30852,"Memphis, TN","Washington, DC (Metropolitan Area)",13244,12264,79,33,787,21,5.460818795892685,4,0.4378,246.78,11,0.2,190.89,2163692,10266324
0,33244,31703,"Memphis, TN","New York City, NY (Metropolitan Area)",13244,11618,79,22,1002,120,5.425522540783325,10,0.7825,218.17,10,0.7825,218.17,2163692,21774690
0,33244,31703,"Memphis, TN","New York City, NY (Metropolitan Area)",13244,12197,79,30,1002,5,5.51338842277136,4,0.5227,267.28,1,0.3864,240.85,2163692,916700
0,33244,31703,"Memphis, TN","New York City, NY (Metropolitan Area)",13244,12391,79,38,1002,1,5.511693370303194,11,0.7143,271.8,5,0.1429,106.0,2163692,611749
0,33244,31703,"Memphis, TN","New York City, NY (Metropolitan Area)",13244,12478,79,42,1002,15,5.50691564642021,1,0.5108,241.57,1,0.5108,241.57,2163692,27154885
0,33244,31703,"Memphis, TN","New York City, NY (Metropolitan Area)",13244,12953,79,46,1002,250,5.3414247475819705,4,0.4653,224.36,1,0.4458,196.38,2163692,14367463
0,33244,32467,"Memphis, TN","Miami, FL (Metropolitan Area)",13244,11697,79,24,859,118,5.336431698656694,6,0.3675,117.83,6,0.3675,117.83,2163692,15370165
0,33244,32467,"Memphis, TN","Miami, FL (Metropolitan Area)",13244,13303,79,56,859,249,5.345725623943028,1,0.7009,215.92,11,0.1103,178.0,2163692,23949892
0,33244,33195,"Memphis, TN","Tampa, FL (Metropolitan Area)",13244,14112,79,73,655,25,4.580877493419047,6,1.0,97.6,6,1.0,97.6,2163692,1221120
0,33244,33195,"Memphis, TN","Tampa, FL (Metropolitan Area)",13244,15304,79,103,655,157,5.299866166537887,11,0.4377,170.26,11,0.4377,170.26,2163692,10539459
0,33316,30466,"Omaha, NE","Phoenix, AZ",13871,10466,90,39,1037,50,4.645832167706981,6,1.0,104.15,6,1.0,104.15,2204395,973491
0,33316,30466,"Omaha, NE","Phoenix, AZ",13871,14107,90,72,1037,676,5.455791090372227,11,0.6787,234.67,1,0.2746,231.06,2204395,21852586
0,33316,30852,"Omaha, NE","Washington, DC (Metropolitan Area)",13871,10821,90,5,1025,37,5.601639000987498,11,0.4195,239.1,11,0.4195,239.1,2204395,11151169
0,33316,30852,"Omaha, NE","Washington, DC (Metropolitan Area)",13871,11278,90,15,1025,190,5.28740807604,11,0.6108,176.4,11,0.6108,176.4,2204395,11553850
0,33316,30852,"Omaha, NE","Washington, DC (Metropolitan Area)",13871,12264,90,33,1025,19,5.487159286165225,11,0.3837,210.87,11,0.3837,210.87,2204395,10266324
0,33316,33195,"Omaha, NE","Tampa, FL (Metropolitan Area)",13871,14112,90,73,1190,49,4.67292228803891,6,1.0,107.01,6,1.0,107.01,2204395,1221120
0,33316,33195,"Omaha, NE","Tampa, FL (Metropolitan Area)",13871,15304,90,103,1190,161,5.44358585913928,11,0.4194,202.35,11,0.4194,202.35,2204395,10539459
0,33342,30466,"Milwaukee, WI","Phoenix, AZ",13342,14107,82,72,1460,949,5.346392989779599,11,0.5895,218.51,8,0.1431,139.83,2671281,21852586
0,33342,30852,"Milwaukee, WI","Washington, DC (Metropolitan Area)",13342,10821,82,5,641,141,5.085804607589853,11,0.8555,153.18,11,0.8555,153.18,2671281,11151169
0,33342,30852,"Milwaukee, WI","Washington, DC (Metropolitan Area)",13342,11278,82,15,641,156,5.117454744990326,11,0.7429,158.59,11,0.7429,158.59,2671281,11553850
0,33342,30852,"Milwaukee, WI","Washington, DC (Metropolitan Area)",13342,12264,82,33,641,34,5.218028795319199,10,0.7124,167.25,10,0.7124,167.25,2671281,10266324
0,33342,31703,"Milwaukee, WI","New York City, NY (Metropolitan Area)",13342,11618,82,22,777,169,5.159974416926292,10,0.9315,170.59,10,0.9315,170.59,2671281,21774690
0,33342,31703,"Milwaukee, WI","New York City, NY (Metropolitan Area)",13342,12197,82,30,777,5,5.167696021339599,10,0.4048,130.39,10,0.4048,130.39,2671281,916700
0,33342,31703,"Milwaukee, WI","New York City, NY (Metropolitan Area)",13342,12391,82,38,777,5,5.099561503290657,11,0.9024,169.0,1,0.0976,117.25,2671281,611749
0,33342,31703,"Milwaukee, WI","New York City, NY (Metropolitan Area)",13342,12478,82,42,777,17,5.162669449951753,3,0.4636,134.56,3,0.4636,134.56,2671281,27154885
0,33342,31703,"Milwaukee, WI","New York City, NY (Metropolitan Area)",13342,12953,82,46,777,177,5.391169983562653,4,0.8264,232.18,10,0.0464,137.56,2671281,14367463
0,33342,33195,"Milwaukee, WI","Tampa, FL (Metropolitan Area)",13342,15304,82,103,1075,630,5.215261791410711,11,0.6744,191.39,8,0.1532,109.94,2671281,10539459
0,33485,30466,"Madison, WI","Phoenix, AZ",13485,14107,83,72,1396,269,5.467553683793335,1,0.5436,254.55,9,0.2952,136.39,916230,21852586
0,33485,31703,"Madison, WI","New York City, NY (Metropolitan Area)",13485,11618,83,22,850,59,5.473404484446557,10,0.8274,229.89,10,0.8274,229.89,916230,21774690
0,33485,31703,"Madison, WI","New York City, NY (Metropolitan Area)",13485,12197,83,30,850,4,5.467342584174642,1,0.5312,214.24,1,0.5312,214.24,916230,916700
0,33485,31703,"Madison, WI","New York City, NY (Metropolitan Area)",13485,12391,83,38,850,1,5.146214588338078,1,1.0,171.78,1,1.0,171.78,916230,611749
0,33485,31703,"Madison, WI","New York City, NY (Metropolitan Area)",13485,12478,83,42,850,5,5.766945049613841,4,0.5238,362.45,1,0.381,270.61,916230,27154885
0,33485,31703,"Madison, WI","New York City, NY (Metropolitan Area)",13485,12953,83,46,850,117,5.536034209711707,4,0.9021,253.63,4,0.9021,253.63,916230,14367463
0,33495,30466,"New Orleans, LA","Phoenix, AZ",13495,14107,85,72,1300,364,5.588745664667843,11,0.4678,256.35,11,0.4678,256.35,5931899,21852586
0,33495,30852,"New Orleans, LA","Washington, DC (Metropolitan Area)",13495,10821,85,5,998,477,5.101694025043222,11,0.6226,175.93,8,0.2658,111.62,5931899,11151169
0,33495,30852,"New Orleans, LA","Washington, DC (Metropolitan Area)",13495,11278,85,15,998,585,5.333684510385328,1,0.5257,225.87,11,0.4272,181.64,5931899,11553850
0,33495,30852,"New Orleans, LA","Washington, DC (Metropolitan Area)",13495,12264,85,33,998,152,5.433809335985194,10,0.8776,229.89,11,0.0262,200.39,5931899,10266324
0,33495,31703,"New Orleans, LA","New York City, NY (Metropolitan Area)",13495,11618,85,22,1218,738,5.214663981550784,10,0.7143,204.28,8,0.2481,116.21,5931899,21774690
0,33495,31703,"New Orleans, LA","New York City, NY (Metropolitan Area)",13495,12197,85,30,1218,13,5.4220382935377955,4,0.4737,238.78,1,0.4561,208.02,5931899,916700
0,33495,31703,"New Orleans, LA","New York City, NY (Metropolitan Area)",13495,12391,85,38,1218,9,5.225155100919053,11,0.9176,183.39,11,0.9176,183.39,5931899,611749
0,33495,31703,"New Orleans, LA","New York City, NY (Metropolitan Area)",13495,12478,85,42,1218,572,5.322814838148424,4,0.5974,213.31,3,0.3367,191.17,5931899,27154885
0,33495,31703,"New Orleans, LA","New York City, NY (Metropolitan Area)",13495,12953,85,46,1218,402,5.3097023114146005,4,0.5172,234.39,11,0.3243,153.5,5931899,14367463
0,33495,32457,"New Orleans, LA","San Francisco, CA (Metropolitan Area)",13495,13796,85,61,1911,110,5.464424849478964,11,0.7265,252.35,8,0.1433,129.28,5931899,5506232
0,33495,32457,"New Orleans, LA","San Francisco, CA (Metropolitan Area)",13495,14771,85,92,1911,303,5.725870071120205,10,0.6798,321.68,1,0.1267,286.97,5931899,20411420
0,33495,32457,"New Orleans, LA","San Francisco, CA (Metropolitan Area)",13495,14831,85,93,1911,78,5.605875593004607,11,0.6248,238.98,11,0.6248,238.98,5931899,5590137
0,33495,33195,"New Orleans, LA","Tampa, FL (Metropolitan Area)",13495,15304,85,103,488,466,4.94790846418795,11,0.6722,145.61,8,0.2372,94.83,5931899,10539459
0,33570,30852,"San Diego, CA","Washington, DC (Metropolitan Area)",14679,10821,110,5,2295,338,5.70601331780756,11,0.713,288.78,11,0.713,288.78,11162224,11151169
0,33570,30852,"San Diego, CA","Washington, DC (Metropolitan Area)",14679,11278,110,15,2295,348,5.633181167472654,1,0.42,280.03,11,0.1845,271.87,11162224,11553850
0,33570,30852,"San Diego, CA","Washington, DC (Metropolitan Area)",14679,12264,110,33,2295,397,5.868646984461759,10,0.8839,360.55,11,0.0355,243.64,11162224,10266324
0,33570,32457,"San Diego, CA","San Francisco, CA (Metropolitan Area)",14679,13796,110,61,447,926,4.963683439200463,11,0.9916,143.29,11,0.9916,143.29,11162224,5506232
0,33570,32457,"San Diego, CA","San Francisco, CA (Metropolitan Area)",14679,14771,110,92,447,1570,4.996806786159722,2,0.3691,144.76,11,0.2612,131.53,11162224,20411420
0,33570,32457,"San Diego, CA","San Francisco, CA (Metropolitan Area)",14679,14831,110,93,447,1429,4.879234962480687,11,0.7346,131.3,11,0.7346,131.3,11162224,5590137
0,33570,33195,"San Diego, CA","Tampa, FL (Metropolitan Area)",14679,15304,110,103,2087,270,5.7205412584711555,1,0.295,316.19,11,0.2338,274.26,11162224,10539459
0,33667,31454,"Norfolk, VA (Metropolitan Area)","Orlando, FL",13931,13204,93,51,662,387,5.049920107759158,11,0.5366,146.16,5,0.1675,93.84,2065116,24469733
0,33667,31454,"Norfolk, VA (Metropolitan Area)","Orlando, FL",14098,13204,96,51,662,14,5.295814236329918,1,0.9922,199.41,1,0.9922,199.41,80228,24469733
0,33667,33195,"Norfolk, VA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",13931,14112,93,73,726,14,4.521679875489066,6,1.0,91.99,6,1.0,91.99,2065116,1221120
0,33667,33195,"Norfolk, VA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",13931,15304,93,103,726,208,4.907790130804079,7,0.3237,108.37,7,0.3237,108.37,2065116,10539459
0,33667,33195,"Norfolk, VA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",14098,15304,96,103,726,10,5.364058289510713,1,1.0,213.59,1,1.0,213.59,80228,10539459
0,33667,33570,"Norfolk, VA (Metropolitan Area)","San Diego, CA",13931,14679,93,86,2330,232,5.797910137380899,1,0.3136,304.83,11,0.2682,286.28,2065116,11162224
0,33667,33570,"Norfolk, VA (Metropolitan Area)","San Diego, CA",14098,14679,96,86,2330,13,5.741463541623889,1,0.9916,311.51,1,0.9916,311.51,80228,11162224
0,33728,30852,"Pensacola, FL","Washington, DC (Metropolitan Area)",14193,10821,100,5,846,51,5.333298335443282,4,0.4642,213.68,11,0.3948,185.27,1211919,11151169
0,33728,30852,"Pensacola, FL","Washington, DC (Metropolitan Area)",14193,11278,100,15,846,145,5.402091624764491,1,0.7898,223.68,11,0.091,180.2,1211919,11553850
0,33728,30852,"Pensacola, FL","Washington, DC (Metropolitan Area)",14193,12264,100,33,846,20,5.4449685668737295,4,0.6348,220.07,4,0.6348,220.07,1211919,10266324
0,33851,30466,"Oklahoma City, OK","Phoenix, AZ",13851,14107,89,72,833,283,5.430090965157478,11,0.5922,215.35,11,0.5922,215.35,1928418,21852586
0,33851,30852,"Oklahoma City, OK","Washington, DC (Metropolitan Area)",13851,10821,89,5,1180,46,5.528198171514911,11,0.323,212.77,11,0.323,212.77,1928418,11151169
0,33851,30852,"Oklahoma City, OK","Washington, DC (Metropolitan Area)",13851,11278,89,15,1180,160,5.378098501552887,11,0.518,184.85,11,0.518,184.85,1928418,11553850
0,33851,30852,"Oklahoma City, OK","Washington, DC (Metropolitan Area)",13851,12264,89,33,1180,24,5.53552160151058,10,0.4055,290.64,11,0.1843,217.75,1928418,10266324
0,34004,30466,"Everett, WA","Phoenix, AZ",14004,14107,94,72,1133,234,5.38063440903725,2,0.9914,217.06,2,0.9914,217.06,260724,21852586
