quarter,citymarketid_1,citymarketid_2,city1,city2,airportid_1,airportid_2,airport_1,airport_2,nsmiles,passengers,log_fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low,pax_city1,pax_city2
0,30140,30194,"Albuquerque, NM","Dallas/Fort Worth, TX",10140,11259,1,14,580,213,5.151382258424339,11,1.0,172.67,11,1.0,172.67,2317836,7819129
0,30140,30194,"Albuquerque, NM","Dallas/Fort Worth, TX",10140,11298,1,17,580,251,5.21330399222108,1,0.9885,183.37,1,0.9885,183.37,2317836,35345138
0,30140,30466,"Albuquerque, NM","Phoenix, AZ",10140,14107,1,72,328,481,5.107943476563253,11,0.707,164.17,11,0.707,164.17,2317836,21852586
0,30140,30852,"Albuquerque, NM","Washington, DC (Metropolitan Area)",10140,10821,1,5,1670,108,5.386282455276681,11,0.5798,214.66,4,0.2049,211.95,2317836,11151169
0,30140,30852,"Albuquerque, NM","Washington, DC (Metropolitan Area)",10140,11278,1,15,1670,114,5.681536865708881,1,0.3751,304.32,11,0.3469,267.69,2317836,11553850
0,30140,30852,"Albuquerque, NM","Washington, DC (Metropolitan Area)",10140,12264,1,33,1670,38,5.8284160656576125,10,0.4566,390.85,11,0.1994,257.93,2317836,10266324
0,30140,30977,"Albuquerque, NM","Chicago, IL",10140,13232,1,52,1121,76,5.358141668193702,11,0.9941,212.51,11,0.9941,212.51,2317836,9650281
0,30140,30977,"Albuquerque, NM","Chicago, IL",10140,13930,1,65,1121,139,5.495773810926261,1,0.5441,239.45,1,0.5441,239.45,2317836,33120474
0,30140,31453,"Albuquerque, NM","Houston, TX",10140,12191,1,29,759,147,5.331220086223745,11,0.9751,204.68,11,0.9751,204.68,2317836,6462948
0,30140,31453,"Albuquerque, NM","Houston, TX",10140,12266,1,34,759,140,5.458222884057659,10,0.8568,232.95,10,0.8568,232.95,2317836,19814052
0,30140,31703,"Albuquerque, NM","New York City, NY (Metropolitan Area)",10140,11618,1,22,1861,56,5.58766055857645,1,0.3564,245.28,1,0.3564,245.28,2317836,21774690
0,30140,31703,"Albuquerque, NM","New York City, NY (Metropolitan Area)",10140,12197,1,30,1861,5,5.512823724466583,4,0.878,249.19,10,0.0976,228.75,2317836,916700
0,30140,31703,"Albuquerque, NM","New York City, NY (Metropolitan Area)",10140,12391,1,38,1861,2,5.695414224985685,11,0.5714,283.25,11,0.5714,283.25,2317836,611749
0,30140,31703,"Albuquerque, NM","New York City, NY (Metropolitan Area)",10140,12478,1,42,1861,128,5.274434426084705,3,0.8494,183.77,3,0.8494,183.77,2317836,27154885
0,30140,31703,"Albuquerque, NM","New York City, NY (Metropolitan Area)",10140,12953,1,46,1861,102,5.449964916157176,1,0.4576,231.97,11,0.2511,188.39,2317836,14367463
0,30140,32457,"Albuquerque, NM","San Francisco, CA (Metropolitan Area)",10140,13796,1,61,896,114,5.265174147954783,11,0.9443,190.92,11,0.9443,190.92,2317836,5506232
0,30140,32457,"Albuquerque, NM","San Francisco, CA (Metropolitan Area)",10140,14771,1,92,896,160,5.3518107389880365,10,0.7262,206.92,11,0.1445,201.89,2317836,20411420
0,30140,32457,"Albuquerque, NM","San Francisco, CA (Metropolitan Area)",10140,14831,1,93,896,60,5.299716387461744,11,0.7342,191.62,11,0.7342,191.62,2317836,5590137
0,30140,32575,"Albuquerque, NM","Los Angeles, CA (Metropolitan Area)",10140,10800,1,4,677,89,5.085247900805301,11,0.9526,157.52,11,0.9526,157.52,2317836,3054729
0,30140,32575,"Albuquerque, NM","Los Angeles, CA (Metropolitan Area)",10140,12892,1,44,677,479,5.083637893645956,4,0.367,174.54,11,0.3227,140.44,2317836,32326616
0,30140,32575,"Albuquerque, NM","Los Angeles, CA (Metropolitan Area)",10140,12954,1,47,677,19,5.093320660714864,11,0.8512,157.45,11,0.8512,157.45,2317836,1600987
0,30140,32575,"Albuquerque, NM","Los Angeles, CA (Metropolitan Area)",10140,13891,1,64,677,49,5.303553633343283,11,0.6957,190.94,11,0.6957,190.94,2317836,2840758
0,30140,32575,"Albuquerque, NM","Los Angeles, CA (Metropolitan Area)",10140,14908,1,96,677,57,5.3231075353552555,11,0.6342,191.59,11,0.6342,191.59,2317836,5536313
0,30158,32467,"Atlantic City, NJ","Miami, FL (Metropolitan Area)",10158,11697,3,24,998,150,4.65434122999454,8,1.0,105.04,8,1.0,105.04,459272,15370165
0,30158,32467,"Atlantic City, NJ","Miami, FL (Metropolitan Area)",10158,13303,3,56,998,56,4.602466534413776,8,1.0,99.73,8,1.0,99.73,459272,23949892
0,30189,30194,"Colorado Springs, CO","Dallas/Fort Worth, TX",11109,11259,33,14,602,167,4.950035671967326,11,1.0,141.18,11,1.0,141.18,1080060,7819129
0,30189,30194,"Colorado Springs, CO","Dallas/Fort Worth, TX",11109,11298,33,17,602,167,5.253058460142421,1,0.9681,192.07,10,0.0279,169.21,1080060,35345138
0,30189,30466,"Colorado Springs, CO","Phoenix, AZ",11109,14107,33,72,551,428,4.857872539543846,11,0.8227,130.13,5,0.1436,98.02,1080060,21852586
0,30189,32575,"Colorado Springs, CO","Los Angeles, CA (Metropolitan Area)",11109,10800,33,4,833,21,5.283964860323636,11,0.8172,181.93,5,0.0108,80.0,1080060,3054729
0,30189,32575,"Colorado Springs, CO","Los Angeles, CA (Metropolitan Area)",11109,12892,33,44,833,94,5.382566598992937,10,0.6967,222.66,11,0.1967,171.03,1080060,32326616
0,30189,32575,"Colorado Springs, CO","Los Angeles, CA (Metropolitan Area)",11109,12954,33,47,833,23,4.790237968450071,11,0.8762,113.35,11,0.8762,113.35,1080060,1600987
0,30189,32575,"Colorado Springs, CO","Los Angeles, CA (Metropolitan Area)",11109,13891,33,64,833,40,5.011301738639416,11,0.7119,146.84,11,0.7119,146.84,1080060,2840758
0,30189,32575,"Colorado Springs, CO","Los Angeles, CA (Metropolitan Area)",11109,14908,33,96,833,47,5.255305475954746,11,0.6393,175.22,11,0.6393,175.22,1080060,5536313
0,30194,30198,"Dallas/Fort Worth, TX","Pittsburgh, PA",11259,14122,35,74,1067,66,5.3526161399554155,11,0.9482,211.56,4,0.0468,211.04,7819129,3918968
0,30194,30198,"Dallas/Fort Worth, TX","Pittsburgh, PA",11298,14122,39,74,1067,335,5.504396139235654,1,0.9278,247.05,10,0.0235,216.16,35345138,3918968
0,30194,30325,"Dallas/Fort Worth, TX","Denver, CO",11259,11292,35,16,651,971,5.082025290182928,11,0.9981,161.11,11,0.9981,161.11,7819129,33773832
0,30194,30325,"Dallas/Fort Worth, TX","Denver, CO",11298,11292,39,16,651,1759,5.133973242984735,1,0.5979,186.72,5,0.1745,96.33,35345138,33773832
0,30194,30436,"Dallas/Fort Worth, TX","Tucson, AZ",11259,15376,35,105,824,17,5.405106860729554,11,0.9935,222.38,11,0.9935,222.38,7819129,1699305
0,30194,30436,"Dallas/Fort Worth, TX","Tucson, AZ",11298,15376,39,105,824,202,5.627836917741397,1,0.9676,277.92,10,0.0198,252.61,35345138,1699305
0,30194,30466,"Dallas/Fort Worth, TX","Phoenix, AZ",11259,14107,35,72,879,944,5.249704686627343,11,0.9981,190.56,11,0.9981,190.56,7819129,21852586
0,30194,30466,"Dallas/Fort Worth, TX","Phoenix, AZ",11298,14107,39,72,879,1308,5.480388892086782,1,0.8023,267.85,8,0.1029,110.8,35345138,21852586
0,30194,30529,"Dallas/Fort Worth, TX","Hartford, CT",11259,10529,35,0,1471,20,5.542086735655903,11,0.7921,248.57,11,0.7921,248.57,7819129,2844713
0,30194,30529,"Dallas/Fort Worth, TX","Hartford, CT",11298,10529,39,0,1471,166,5.6053975727348,1,0.8794,276.96,8,0.0107,134.38,35345138,2844713
0,30194,30559,"Dallas/Fort Worth, TX","Seattle, WA",11259,14747,35,91,1670,205,5.3567749361196055,2,0.7362,205.62,2,0.7362,205.62,7819129,22157862
0,30194,30559,"Dallas/Fort Worth, TX","Seattle, WA",11298,14747,39,91,1670,961,5.476547230438735,2,0.4658,222.92,2,0.4658,222.92,35345138,22157862
0,30194,30615,"Dallas/Fort Worth, TX","El Paso, TX",11259,11540,35,21,562,337,5.16100741558343,11,0.999,174.44,11,0.999,174.44,7819129,1931067
0,30194,30615,"Dallas/Fort Worth, TX","El Paso, TX",11298,11540,39,21,562,309,5.3263215629576335,1,0.9899,205.19,1,0.9899,205.19,35345138,1931067
0,30194,30693,"Dallas/Fort Worth, TX","Nashville, TN",11259,10693,35,1,631,530,5.1335606409335535,11,0.9937,169.38,11,0.9937,169.38,7819129,9829062
0,30194,30693,"Dallas/Fort Worth, TX","Nashville, TN",11298,10693,39,1,631,619,5.299866166537887,1,0.9682,200.26,1,0.9682,200.26,35345138,9829062
0,30194,30852,"Dallas/Fort Worth, TX","Washington, DC (Metropolitan Area)",11259,10821,35,5,1217,412,5.216402073346769,11,0.9808,183.85,11,0.9808,183.85,7819129,11151169
0,30194,30852,"Dallas/Fort Worth, TX","Washington, DC (Metropolitan Area)",11259,11278,35,15,1217,368,5.226713947688344,11,0.9828,185.27,11,0.9828,185.27,7819129,11553850
0,30194,30852,"Dallas/Fort Worth, TX","Washington, DC (Metropolitan Area)",11259,12264,35,33,1217,11,5.297116645971517,11,0.7921,194.0,11,0.7921,194.0,7819129,10266324
0,30194,30852,"Dallas/Fort Worth, TX","Washington, DC (Metropolitan Area)",11298,10821,39,5,1217,517,5.184532577241416,1,0.619,214.24,8,0.3385,107.61,35345138,11151169
0,30194,30852,"Dallas/Fort Worth, TX","Washington, DC (Metropolitan Area)",11298,11278,39,15,1217,754,5.517493056300861,1,0.9598,249.44,1,0.9598,249.44,35345138,11553850
0,30194,30852,"Dallas/Fort Worth, TX","Washington, DC (Metropolitan Area)",11298,12264,39,33,1217,338,5.395489448300296,10,0.5697,212.94,10,0.5697,212.94,35345138,10266324
0,30194,31123,"Dallas/Fort Worth, TX","St. Louis, MO",11259,15016,35,98,550,415,5.146738377088596,11,0.9957,171.52,11,0.9957,171.52,7819129,6709080
0,30194,31123,"Dallas/Fort Worth, TX","St. Louis, MO",11298,15016,39,98,550,376,5.252011613671525,1,0.9775,190.52,1,0.9775,190.52,35345138,6709080
0,30194,31136,"Dallas/Fort Worth, TX","Jacksonville, FL",11259,12451,35,41,918,38,5.44897624283315,11,0.8,212.74,11,0.8,212.74,7819129,3177393
0,30194,31136,"Dallas/Fort Worth, TX","Jacksonville, FL",11298,12451,39,41,918,382,5.478386388288698,1,0.9258,234.88,1,0.9258,234.88,35345138,3177393
0,30194,31295,"Dallas/Fort Worth, TX","Detroit, MI",11259,11433,35,19,986,43,5.3472027642778475,11,0.8909,206.1,11,0.8909,206.1,7819129,13751197
0,30194,31295,"Dallas/Fort Worth, TX","Detroit, MI",11298,11433,39,19,986,810,5.465482983452789,4,0.599,241.44,1,0.3503,239.12,35345138,13751197
0,30194,31423,"Dallas/Fort Worth, TX","Des Moines, IA",11259,11423,35,18,624,8,5.295112235599088,11,1.0,199.36,11,1.0,199.36,7819129,1368130
0,30194,31423,"Dallas/Fort Worth, TX","Des Moines, IA",11298,11423,39,18,624,160,5.518175526870717,1,0.8938,257.09,10,0.0667,181.14,35345138,1368130
0,30194,31453,"Dallas/Fort Worth, TX","Houston, TX",11259,12191,35,29,247,655,5.046774340712129,11,0.9973,155.55,11,0.9973,155.55,7819129,6462948
0,30194,31453,"Dallas/Fort Worth, TX","Houston, TX",11259,12266,35,34,247,158,4.888768933002236,11,1.0,132.79,11,1.0,132.79,7819129,19814052
0,30194,31453,"Dallas/Fort Worth, TX","Houston, TX",11298,12191,39,29,247,115,5.0932592827802114,1,0.9507,162.91,1,0.9507,162.91,35345138,6462948
0,30194,31453,"Dallas/Fort Worth, TX","Houston, TX",11298,12266,39,34,247,582,5.032853302662688,1,0.5794,152.99,1,0.5794,152.99,35345138,19814052
0,30194,31454,"Dallas/Fort Worth, TX","Orlando, FL",11259,13204,35,51,985,772,5.302159974265487,11,0.9763,200.26,11,0.9763,200.26,7819129,24469733
0,30194,31454,"Dallas/Fort Worth, TX","Orlando, FL",11298,13204,39,51,985,1829,5.3263215629576335,1,0.6586,244.83,8,0.2339,117.43,35345138,24469733
0,30194,31481,"Dallas/Fort Worth, TX","Panama City, FL",11259,11481,35,20,685,96,5.31335375137415,11,0.9792,201.23,11,0.9792,201.23,7819129,746521
0,30194,31481,"Dallas/Fort Worth, TX","Panama City, FL",11298,11481,39,20,685,67,5.490011529588656,1,0.8835,237.37,10,0.0399,212.96,35345138,746521
0,30194,31650,"Dallas/Fort Worth, TX","Minneapolis/St. Paul, MN",11259,13487,35,58,853,60,5.192123170141633,11,0.9536,173.44,11,0.9536,173.44,7819129,15242089
0,30194,31650,"Dallas/Fort Worth, TX","Minneapolis/St. Paul, MN",11298,13487,39,58,853,895,5.348107031050552,4,0.5718,212.25,1,0.415,207.15,35345138,15242089
0,30194,31703,"Dallas/Fort Worth, TX","New York City, NY (Metropolitan Area)",11259,11618,35,22,1428,5,5.352284582817979,4,1.0,211.09,4,1.0,211.09,7819129,21774690
0,30194,31703,"Dallas/Fort Worth, TX","New York City, NY (Metropolitan Area)",11259,12197,35,30,1428,1,5.486993688979999,4,0.9231,237.18,4,0.9231,237.18,7819129,916700
0,30194,31703,"Dallas/Fort Worth, TX","New York City, NY (Metropolitan Area)",11259,12391,35,38,1428,11,5.017809497844256,11,1.0,151.08,11,1.0,151.08,7819129,611749
0,30194,31703,"Dallas/Fort Worth, TX","New York City, NY (Metropolitan Area)",11259,12478,35,42,1428,3,4.927253685157204,4,1.0,138.0,4,1.0,138.0,7819129,27154885
0,30194,31703,"Dallas/Fort Worth, TX","New York City, NY (Metropolitan Area)",11259,12953,35,46,1428,400,4.813078264659524,11,0.9844,122.66,11,0.9844,122.66,7819129,14367463
0,30194,31703,"Dallas/Fort Worth, TX","New York City, NY (Metropolitan Area)",11298,11618,39,22,1428,1221,5.08425743396687,10,0.5438,155.32,10,0.5438,155.32,35345138,21774690
0,30194,31703,"Dallas/Fort Worth, TX","New York City, NY (Metropolitan Area)",11298,12197,39,30,1428,18,5.218082973837431,1,0.8037,172.61,1,0.8037,172.61,35345138,916700
0,30194,31703,"Dallas/Fort Worth, TX","New York City, NY (Metropolitan Area)",11298,12391,39,38,1428,4,5.1653001274382255,1,0.9714,177.81,1,0.9714,177.81,35345138,611749
0,30194,31703,"Dallas/Fort Worth, TX","New York City, NY (Metropolitan Area)",11298,12478,39,42,1428,489,4.985317486111966,1,0.384,155.65,3,0.2348,123.76,35345138,27154885
0,30194,31703,"Dallas/Fort Worth, TX","New York City, NY (Metropolitan Area)",11298,12953,39,46,1428,1794,5.0407764510082425,1,0.6616,158.43,1,0.6616,158.43,35345138,14367463
0,30194,31714,"Dallas/Fort Worth, TX","Fort Myers, FL",11259,14635,35,85,1017,74,5.376851244202143,11,0.9415,210.87,11,0.9415,210.87,7819129,5132694
0,30194,31714,"Dallas/Fort Worth, TX","Fort Myers, FL",11298,14635,39,85,1017,387,5.518095260385945,1,0.9509,248.1,10,0.0132,203.61,35345138,5132694
0,30194,31986,"Dallas/Fort Worth, TX","Grand Rapids, MI",11259,11986,35,27,931,21,5.376203905205108,11,0.883,207.53,11,0.883,207.53,7819129,1716904
0,30194,31986,"Dallas/Fort Worth, TX","Grand Rapids, MI",11298,11986,39,27,931,153,5.658854841301066,1,0.7186,304.83,4,0.1965,257.39,35345138,1716904
0,30194,32206,"Dallas/Fort Worth, TX","Harlingen/San Benito, TX",11259,12206,35,31,461,105,5.044521290095393,11,0.9979,155.31,11,0.9979,155.31,7819129,508867
0,30194,32206,"Dallas/Fort Worth, TX","Harlingen/San Benito, TX",11298,12206,39,31,461,73,5.136092511453205,1,0.9637,169.05,1,0.9637,169.05,35345138,508867
0,30194,32211,"Dallas/Fort Worth, TX","Las Vegas, NV",11259,12889,35,43,1067,739,5.2966159199082785,11,0.9973,199.68,11,0.9973,199.68,7819129,25480500
0,30194,32211,"Dallas/Fort Worth, TX","Las Vegas, NV",11298,12889,39,43,1067,1929,5.331220086223745,1,0.6147,261.45,5,0.1493,106.96,35345138,25480500
0,30194,32337,"Dallas/Fort Worth, TX","Indianapolis, IN",11259,12339,35,37,761,127,5.347583607850955,11,0.9685,209.12,11,0.9685,209.12,7819129,4209416
0,30194,32337,"Dallas/Fort Worth, TX","Indianapolis, IN",11298,12339,39,37,761,433,5.462390088285194,1,0.919,233.83,1,0.919,233.83,35345138,4209416
0,30194,32457,"Dallas/Fort Worth, TX","San Francisco, CA (Metropolitan Area)",11259,13796,35,61,1476,285,5.18329925496377,11,0.9953,178.01,11,0.9953,178.01,7819129,5506232
0,30194,32457,"Dallas/Fort Worth, TX","San Francisco, CA (Metropolitan Area)",11259,14771,35,92,1476,134,5.268321969012636,2,0.7223,200.25,11,0.2529,173.43,7819129,20411420
0,30194,32457,"Dallas/Fort Worth, TX","San Francisco, CA (Metropolitan Area)",11259,14831,35,93,1476,204,5.3976195676218985,11,0.9885,220.92,11,0.9885,220.92,7819129,5590137
0,30194,32457,"Dallas/Fort Worth, TX","San Francisco, CA (Metropolitan Area)",11298,13796,39,61,1476,37,5.192011960177106,4,0.4364,245.65,5,0.2061,118.4,35345138,5506232
0,30194,32457,"Dallas/Fort Worth, TX","San Francisco, CA (Metropolitan Area)",11298,14771,39,92,1476,1031,5.488400391735755,1,0.8429,239.97,1,0.8429,239.97,35345138,20411420
0,30194,32457,"Dallas/Fort Worth, TX","San Francisco, CA (Metropolitan Area)",11298,14831,39,93,1476,230,5.631032554291537,1,0.8958,276.55,10,0.0285,244.39,35345138,5590137
0,30194,32467,"Dallas/Fort Worth, TX","Miami, FL (Metropolitan Area)",11259,11697,35,24,1121,237,5.281527197240562,11,0.9756,194.33,11,0.9756,194.33,7819129,15370165
0,30194,32467,"Dallas/Fort Worth, TX","Miami, FL (Metropolitan Area)",11259,13303,35,56,1121,248,5.072169306213528,11,0.9816,157.74,11,0.9816,157.74,7819129,23949892
0,30194,32467,"Dallas/Fort Worth, TX","Miami, FL (Metropolitan Area)",11298,11697,39,24,1121,774,5.333298335443282,1,0.6049,253.24,8,0.3589,119.56,35345138,15370165
0,30194,32467,"Dallas/Fort Worth, TX","Miami, FL (Metropolitan Area)",11298,13303,39,56,1121,1083,5.446694267289054,1,0.8006,255.27,8,0.128,119.65,35345138,23949892
0,30194,32575,"Dallas/Fort Worth, TX","Los Angeles, CA (Metropolitan Area)",11259,10800,35,4,1246,108,5.331897199811232,11,0.9969,207.02,11,0.9969,207.02,7819129,3054729
0,30194,32575,"Dallas/Fort Worth, TX","Los Angeles, CA (Metropolitan Area)",11259,12892,35,44,1246,616,5.17394391170828,11,0.8558,178.89,2,0.1359,160.63,7819129,32326616
0,30194,32575,"Dallas/Fort Worth, TX","Los Angeles, CA (Metropolitan Area)",11259,12954,35,47,1246,175,4.945776721747759,11,0.9981,140.33,11,0.9981,140.33,7819129,1600987
0,30194,32575,"Dallas/Fort Worth, TX","Los Angeles, CA (Metropolitan Area)",11259,13891,35,64,1246,154,5.311036138955811,11,0.9928,202.0,11,0.9928,202.0,7819129,2840758
0,30194,32575,"Dallas/Fort Worth, TX","Los Angeles, CA (Metropolitan Area)",11259,14908,35,96,1246,117,5.400783698092527,11,0.9858,221.62,11,0.9858,221.62,7819129,5536313
0,30194,32575,"Dallas/Fort Worth, TX","Los Angeles, CA (Metropolitan Area)",11298,10800,39,4,1246,177,5.439339384259925,1,0.9667,231.65,8,0.0107,132.88,35345138,3054729
0,30194,32575,"Dallas/Fort Worth, TX","Los Angeles, CA (Metropolitan Area)",11298,12892,39,44,1246,2428,5.2925004812264715,1,0.7094,214.05,8,0.153,116.18,35345138,32326616
0,30194,32575,"Dallas/Fort Worth, TX","Los Angeles, CA (Metropolitan Area)",11298,12954,39,47,1246,34,5.223162692947276,1,0.9281,186.15,4,0.049,182.53,35345138,1600987
0,30194,32575,"Dallas/Fort Worth, TX","Los Angeles, CA (Metropolitan Area)",11298,13891,39,64,1246,407,5.510925615946864,1,0.9503,249.88,5,0.0319,130.61,35345138,2840758
0,30194,32575,"Dallas/Fort Worth, TX","Los Angeles, CA (Metropolitan Area)",11298,14908,39,96,1246,761,5.600419961661047,1,0.9483,273.08,8,0.0108,101.63,35345138,5536313
0,30194,32600,"Dallas/Fort Worth, TX","Little Rock, AR",11259,12992,35,48,304,63,4.968910114048942,11,1.0,143.87,11,1.0,143.87,7819129,983530
0,30194,32600,"Dallas/Fort Worth, TX","Little Rock, AR",11298,12992,39,48,304,139,5.21954468538264,1,0.988,184.44,1,0.988,184.44,35345138,983530
0,30194,32896,"Dallas/Fort Worth, TX","Lubbock, TX",11259,12896,35,45,293,217,5.03272289056026,11,1.0,153.35,11,1.0,153.35,7819129,489710
0,30194,32896,"Dallas/Fort Worth, TX","Lubbock, TX",11298,12896,39,45,293,88,5.2986173215570345,1,0.9937,200.22,1,0.9937,200.22,35345138,489710
0,30194,33044,"Dallas/Fort Worth, TX","Louisville, KY",11259,14730,35,90,733,64,5.097730000947189,11,0.9428,161.5,11,0.9428,161.5,7819129,1893647
0,30194,33044,"Dallas/Fort Worth, TX","Louisville, KY",11298,14730,39,90,733,215,5.480597255807245,1,0.9009,240.46,10,0.0191,226.39,35345138,1893647
0,30194,33158,"Dallas/Fort Worth, TX","Midland/Odessa, TX",11259,13158,35,49,319,216,5.041681662501581,11,0.9974,154.76,11,0.9974,154.76,7819129,633964
0,30194,33158,"Dallas/Fort Worth, TX","Midland/Odessa, TX",11298,13158,39,49,319,88,5.27387097364311,1,0.971,193.19,1,0.971,193.19,35345138,633964
0,30194,33192,"Dallas/Fort Worth, TX","Sacramento, CA",11259,14893,35,95,1442,202,5.466878008091954,11,0.9912,236.04,11,0.9912,236.04,7819129,6040824
0,30194,33192,"Dallas/Fort Worth, TX","Sacramento, CA",11298,14893,39,95,1442,357,5.615096969823513,1,0.8348,286.31,8,0.0414,106.43,35345138,6040824
0,30194,33195,"Dallas/Fort Worth, TX","Tampa, FL (Metropolitan Area)",11259,15304,35,103,929,383,5.108185387662105,11,0.982,164.4,11,0.982,164.4,7819129,10539459
0,30194,33195,"Dallas/Fort Worth, TX","Tampa, FL (Metropolitan Area)",11298,15304,39,103,929,886,5.216998845370448,1,0.777,198.81,8,0.1321,104.7,35345138,10539459
0,30194,33198,"Dallas/Fort Worth, TX","Kansas City, MO",11259,13198,35,50,461,413,5.063543949751658,11,0.9997,158.16,11,0.9997,158.16,7819129,4796476
0,30194,33198,"Dallas/Fort Worth, TX","Kansas City, MO",11298,13198,39,50,461,427,5.212541589526633,1,0.9872,183.27,1,0.9872,183.27,35345138,4796476
0,30194,33214,"Dallas/Fort Worth, TX","San Antonio, TX",11259,14683,35,87,247,445,5.09129319711371,11,0.9988,162.65,11,0.9988,162.65,7819129,4751610
0,30194,33214,"Dallas/Fort Worth, TX","San Antonio, TX",11298,14683,39,87,247,355,5.2428046566177775,1,0.9784,189.41,1,0.9784,189.41,35345138,4751610
0,30194,33244,"Dallas/Fort Worth, TX","Memphis, TN",11259,13244,35,53,431,97,4.885827643502908,11,0.9828,131.52,11,0.9828,131.52,7819129,2163692
0,30194,33244,"Dallas/Fort Worth, TX","Memphis, TN",11298,13244,39,53,431,394,5.098646171418969,1,0.9791,163.46,1,0.9791,163.46,35345138,2163692
0,30194,33316,"Dallas/Fort Worth, TX","Omaha, NE",11259,13871,35,63,586,105,5.210905909537067,11,1.0,183.26,11,1.0,183.26,7819129,2204395
0,30194,33316,"Dallas/Fort Worth, TX","Omaha, NE",11298,13871,39,63,586,225,5.42873140526997,1,0.9505,226.8,1,0.9505,226.8,35345138,2204395
0,30194,33342,"Dallas/Fort Worth, TX","Milwaukee, WI",11259,13342,35,57,853,102,5.268218918724004,11,0.976,191.03,11,0.976,191.03,7819129,2671281
0,30194,33342,"Dallas/Fort Worth, TX","Milwaukee, WI",11298,13342,39,57,853,232,5.4083818014103455,1,0.9043,218.63,10,0.0177,214.76,35345138,2671281
0,30194,33495,"Dallas/Fort Worth, TX","New Orleans, LA",11259,13495,35,59,447,689,4.960534271126723,11,0.9974,142.49,11,0.9974,142.49,7819129,5931899
0,30194,33495,"Dallas/Fort Worth, TX","New Orleans, LA",11298,13495,39,59,447,481,5.175584601165739,1,0.8356,188.23,8,0.1292,97.58,35345138,5931899
0,30194,33570,"Dallas/Fort Worth, TX","San Diego, CA",11259,14679,35,86,1182,387,5.313599990079194,11,0.996,202.76,11,0.996,202.76,7819129,11162224
0,30194,33570,"Dallas/Fort Worth, TX","San Diego, CA",11298,14679,39,86,1182,865,5.499992103246593,1,0.8411,256.78,5,0.0844,127.36,35345138,11162224
0,30194,33667,"Dallas/Fort Worth, TX","Norfolk, VA (Metropolitan Area)",11259,13931,35,66,1212,29,5.401234900554723,11,0.749,210.92,11,0.749,210.92,7819129,2065116
0,30194,33667,"Dallas/Fort Worth, TX","Norfolk, VA (Metropolitan Area)",11298,13931,39,66,1212,199,5.5395365645894765,1,0.8626,257.17,5,0.0101,92.67,35345138,2065116
0,30194,33667,"Dallas/Fort Worth, TX","Norfolk, VA (Metropolitan Area)",11298,14098,39,70,1212,6,5.823903515787252,1,0.9828,339.61,1,0.9828,339.61,35345138,80228
0,30194,33728,"Dallas/Fort Worth, TX","Pensacola, FL",11259,14193,35,75,604,60,5.156177599386914,11,0.9703,170.69,11,0.9703,170.69,7819129,1211919
0,30194,33728,"Dallas/Fort Worth, TX","Pensacola, FL",11298,14193,39,75,604,170,5.385778642318031,1,0.9164,217.4,8,0.0111,119.56,35345138,1211919
0,30194,34027,"Dallas/Fort Worth, TX","West Palm Beach/Palm Beach, FL",11259,14027,35,68,1102,12,5.665457360334533,4,0.5872,318.73,11,0.4128,246.04,7819129,3257730
0,30194,34027,"Dallas/Fort Worth, TX","West Palm Beach/Palm Beach, FL",11298,14027,39,68,1102,243,5.741431440440958,1,0.8996,314.32,10,0.0141,285.65,35345138,3257730
0,30194,34057,"Dallas/Fort Worth, TX","Portland, OR",11259,14057,35,69,1626,40,5.645482232707993,11,0.7877,285.09,2,0.1788,277.09,7819129,7241882
0,30194,34057,"Dallas/Fort Worth, TX","Portland, OR",11298,14057,39,69,1626,466,5.628987086799254,1,0.6199,283.21,1,0.6199,283.21,35345138,7241882
0,30194,34100,"Dallas/Fort Worth, TX","Philadelphia, PA",11259,14100,35,71,1303,38,5.4621778956984075,11,0.8559,230.2,11,0.8559,230.2,7819129,12421168
0,30194,34100,"Dallas/Fort Worth, TX","Philadelphia, PA",11298,14100,39,71,1303,836,5.579956215452532,1,0.9432,269.11,8,0.0201,117.07,35345138,12421168
0,30194,34262,"Dallas/Fort Worth, TX","Palm Springs, CA",11259,14262,35,77,1137,18,5.5691838460712555,11,0.9939,262.94,11,0.9939,262.94,7819129,1499987
0,30194,34262,"Dallas/Fort Worth, TX","Palm Springs, CA",11298,14262,39,77,1137,199,5.75890177387728,1,0.9749,316.66,1,0.9749,316.66,35345138,1499987
0,30194,34492,"Dallas/Fort Worth, TX","Raleigh/Durham, NC",11259,14492,35,81,1061,134,5.350245459408396,11,0.9304,206.3,11,0.9304,206.3,7819129,5849665
0,30194,34492,"Dallas/Fort Worth, TX","Raleigh/Durham, NC",11298,14492,39,81,1061,473,5.509509786742492,1,0.9139,248.48,10,0.0148,179.22,35345138,5849665
0,30194,34524,"Dallas/Fort Worth, TX","Richmond, VA",11259,14524,35,82,1158,22,5.478887390303185,11,0.7107,230.4,11,0.7107,230.4,7819129,2042834
0,30194,34524,"Dallas/Fort Worth, TX","Richmond, VA",11298,14524,39,82,1158,212,5.649431879906119,1,0.8594,290.43,8,0.0226,112.86,35345138,2042834
0,30194,34570,"Dallas/Fort Worth, TX","Reno, NV",11259,14570,35,83,1356,46,5.5604123639971865,11,0.9903,260.79,11,0.9903,260.79,7819129,2132856
